ID,age,sex,grade
8011,6,2,3
8013,6,1,3
8014,5,1,3
8015,6,1,3
8016,6,2,3
8018,6,1,3
8019,5,1,3
8020,5,2,3
8021,4,1,1
8022,5,1,3
8023,5,1,3
8024,5,1,3
8025,4,1,1
8026,3,2,1
8027,3,.N,1
8028,3,1,1
8029,4,1,1
8030,3,1,1
8031,3,2,1
8033,4,1,1
8034,4,1,1
8035,4,1,1
8037,3,2,1
8038,3,2,1
8039,3,2,1
8041,3,1,1
8042,3,1,1
8043,3,2,1
8045,4,2,1
8046,3,1,1
8047,3,2,1
8049,3,1,1
8050,3,2,1
8051,4,1,1
8055,5,2,2
8058,4,2,2
8059,4,1,2
8060,4,2,2
8061,6,2,2
8062,4,2,2
8063,5,2,2
8064,4,1,2
8066,4,1,2
8067,4,2,2
8068,4,2,2
8070,5,1,2
8071,5,1,2
8072,4,1,2
8074,4,2,2
8075,4,1,2
8076,5,2,2
8077,4,1,2
8078,4,2,2
8079,4,2,2
8080,4,1,2
8082,4,1,2
8083,5,2,2
8084,5,.N,2
8086,5,2,2
8087,5,1,2
8088,6,1,3
8090,6,1,3
8092,6,2,3
8093,6,1,3
8094,6,2,3
8095,6,1,3
8096,5,1,3
8098,6,1,3
8100,6,1,3
8101,5,2,3
8102,5,2,3
8103,5,1,3
8106,5,2,3
8108,6,2,3
8109,5,2,3
8110,5,1,3
8111,6,1,3
8114,6,1,3
8116,5,1,3
8117,5,1,3
8118,6,2,3
8119,5,2,3
8121,5,2,3
8122,6,2,3
8123,3,1,1
8124,4,2,1
8125,4,1,1
8126,4,2,1
8127,4,1,1
8128,4,1,1
8130,4,1,1
8131,5,2,1
8132,4,1,1
8133,4,1,1
8134,4,1,1
8135,4,1,1
8136,4,1,1
8138,4,1,1
8139,4,1,1
8140,4,2,1
8142,4,2,1
8144,4,2,1
8146,4,2,1
8147,3,2,1
8148,3,2,1
8150,3,2,1
8151,3,2,1
8152,5,2,1
8154,4,1,1
8155,4,2,1
8156,4,1,1
8158,4,1,1
8159,3,2,1
8161,3,2,1
8162,4,1,1
8163,4,2,1
8165,3,2,1
8166,3,1,1
8167,4,1,1
8169,3,2,1
8170,4,2,1
8171,4,1,1
8173,4,1,1
8174,4,2,1
8175,4,1,1
8177,4,1,1
8178,4,1,1
8181,4,2,1
8182,4,2,1
8183,3,1,1
8185,3,2,1
8186,4,1,1
8189,4,1,1
8190,4,2,1
8191,3,2,1
8194,4,1,1
8196,4,1,1
8197,3,1,1
8198,3,1,1
8199,3,2,1
8200,11,1,8
8202,3,2,1
8204,3,2,1
8205,3,2,1
8206,3,2,1
8207,2,2,1
8208,4,2,1
8210,4,1,1
8212,4,1,1
8213,3,2,1
8214,4,1,1
8215,4,1,1
8216,3,2,1
8218,3,2,1
8220,3,2,1
8221,4,1,1
8222,3,1,1
8223,3,2,1
8224,3,1,1
8226,3,1,1
8228,5,2,2
8229,4,2,2
8230,4,2,2
8231,5,2,2
8232,5,1,2
8233,5,1,2
8234,4,1,2
8236,4,1,8
8237,4,1,2
8239,5,2,2
8241,5,1,2
8242,4,1,2
8244,4,1,2
8245,4,1,2
8246,4,1,2
8247,5,1,2
8249,4,1,2
8250,5,2,2
8253,5,1,2
8254,4,.N,2
8255,5,1,2
8257,5,1,2
8258,4,2,2
8259,5,1,2
8260,5,1,2
8261,4,1,2
8262,5,1,2
8263,6,1,3
8264,6,1,3
8265,5,1,3
8267,5,2,3
8271,5,2,3
8272,6,1,3
8274,6,1,3
8276,5,2,3
8279,6,2,3
8280,5,2,3
8282,5,2,3
8283,6,1,3
8284,5,1,3
8288,5,1,3
8290,6,2,3
8291,5,2,3
8292,5,2,3
8294,5,2,3
8295,5,2,3
8296,5,1,3
8297,.N,.N,.N
8300,6,1,3
8302,7,2,3
8303,6,2,3
8304,6,1,3
8305,5,1,3
8306,3,1,1
8307,3,1,1
8308,4,2,1
8309,3,1,1
8311,4,1,1
8312,4,1,1
8313,4,1,1
8314,4,2,1
8315,3,1,1
8316,3,2,1
8317,3,2,1
8319,4,2,1
8320,4,2,1
8321,4,2,1
8323,3,2,1
8325,4,1,1
8327,4,1,1
8328,4,1,1
8329,4,2,1
8331,4,1,1
8334,5,2,2
8335,5,2,2
8337,5,2,2
8338,4,2,2
8339,5,2,2
8340,5,2,2
8342,4,2,2
8343,4,2,2
8345,5,1,2
8346,4,2,2
8347,5,1,2
8348,6,1,2
8350,5,2,2
8351,5,2,2
8353,4,2,2
8354,4,2,2
8355,5,2,2
8356,4,1,2
8358,4,2,2
8359,5,2,2
8361,4,1,2
8362,5,2,2
8363,4,2,2
8366,5,2,2
8367,4,.N,.N
8368,3,1,1
8369,4,2,1
8370,3,2,1
8371,4,2,1
8372,4,1,1
8373,4,1,1
8374,4,2,1
8376,4,2,1
8378,4,1,1
8379,4,2,1
8381,1,2,1
8382,3,2,1
8384,3,2,1
8386,3,1,1
8389,4,2,1
8390,3,2,1
8391,4,1,1
8392,4,1,1
8393,4,1,1
8394,4,1,1
8396,3,2,1
8397,4,2,1
8398,4,2,1
8399,4,2,1
8400,4,1,1
8401,3,1,1
8402,3,2,1
8403,5,1,8
8404,6,1,3
8405,4,1,2
8406,4,2,2
8407,5,2,3
8408,5,1,3
8409,5,1,3
8410,4,1,2
8411,6,2,3
8412,6,1,3
8413,6,2,3
8414,5,2,3
8415,5,1,3
8417,6,1,3
8418,4,1,2
8419,5,1,3
8420,6,2,3
8421,6,1,3
8422,5,1,3
8423,5,2,3
8425,5,2,3
8427,6,2,3
8428,6,1,3
8429,5,1,3
8430,5,1,3
8431,5,1,3
8434,4,1,1
8435,6,1,2
8436,6,2,3
8437,5,2,3
8438,4,2,1
8439,3,2,1
8441,3,2,1
8442,3,2,1
8445,3,1,1
8446,4,1,1
8447,4,1,1
8449,4,2,1
8450,3,2,1
8453,3,1,1
8454,4,2,1
8455,4,1,1
8457,4,2,1
8458,4,2,1
8459,4,1,1
8461,4,2,1
8462,3,1,1
8463,4,2,1
8465,3,1,5
8466,4,1,1
8469,3,2,1
8470,4,1,1
8471,4,2,1
8474,5,1,2
8476,5,1,2
8478,5,2,2
8480,5,1,2
8482,5,2,2
8484,4,2,2
8486,5,2,2
8488,5,1,2
8490,4,2,2
8492,5,1,2
8494,6,1,2
8496,6,2,2
8498,4,2,2
8502,7,1,3
8503,7,1,3
8504,6,2,3
8505,6,1,3
8506,5,1,3
8507,5,2,3
8510,6,1,3
8511,5,1,3
8512,6,2,3
8513,7,1,3
8514,7,1,3
8515,5,2,3
8518,6,1,3
8520,6,2,3
8521,6,1,3
8522,6,2,3
8523,5,2,3
8524,5,1,3
8526,5,1,3
8528,6,2,3
8529,6,1,3
8530,6,2,3
8531,5,2,3
8532,6,1,3
8534,6,1,3
8535,6,1,4
8536,6,1,4
8537,6,2,4
8538,7,1,4
8539,7,1,4
8541,6,1,4
8543,7,2,4
8544,7,2,4
8545,6,1,4
8546,7,1,4
8547,10,1,7
8549,6,1,4
8551,6,2,4
8552,6,1,4
8553,6,2,4
8554,7,1,4
8555,7,1,4
8556,7,2,4
8557,6,1,4
8560,6,1,4
8561,7,1,4
8562,7,1,4
8563,7,2,4
8564,6,2,4
8565,6,1,4
8568,6,1,4
8569,6,2,4
8570,6,2,4
8571,7,2,4
8572,7,1,4
8573,6,2,4
8574,7,1,4
8577,6,1,4
8580,8,1,5
8581,7,2,5
8582,7,1,4
8583,7,2,5
8584,7,2,5
8585,8,1,6
8588,8,1,5
8590,7,2,5
8591,7,2,5
8592,9,1,5
8593,7,1,5
8597,8,1,5
8598,8,1,5
8599,8,2,6
8600,9,1,6
8601,7,1,5
8604,7,1,5
8605,8,1,5
8607,8,2,5
8608,8,2,6
8609,7,2,5
8610,9,1,6
8612,8,2,5
8615,8,2,5
8616,8,2,5
8617,8,1,5
8618,8,1,5
8619,8,1,5
8620,7,2,5
8621,9,1,6
8622,8,1,6
8624,9,2,6
8625,9,2,6
8628,8,1,6
8629,9,1,5
8632,9,1,6
8633,9,1,6
8636,8,1,6
8637,9,1,6
8640,8,1,6
8641,8,2,6
8644,9,1,6
8645,9,2,6
8648,9,2,6
8649,9,2,6
8652,8,2,6
8653,8,2,6
8656,9,1,6
8657,9,1,6
8660,9,1,6
8661,9,1,6
8664,9,1,7
8665,9,1,7
8667,10,1,7
8668,9,1,7
8669,10,1,7
8671,9,2,7
8672,10,2,7
8673,10,1,7
8675,9,1,7
8676,9,2,7
8677,10,1,7
8679,9,2,7
8680,9,2,7
8681,10,1,7
8683,10,1,7
8684,10,1,7
8687,10,1,7
8688,9,1,7
8689,10,1,7
8691,10,1,7
8692,10,1,7
8695,10,1,7
8696,9,2,7
8697,9,2,7
8699,10,2,7
8700,10,2,7
8702,9,1,7
8703,9,1,7
8704,9,2,7
8705,9,1,7
8707,7,2,4
8709,10,1,7
8710,10,1,7
8712,6,2,4
8713,7,1,5
8714,9,2,6
8715,6,1,4
8717,9,1,7
8718,10,1,7
8720,7,1,4
8721,9,2,6
8722,7,2,4
8723,7,2,4
8725,7,1,5
8726,7,1,4
8728,7,2,4
8729,7,1,4
8730,7,1,5
8731,7,1,4
8733,10,1,7
8734,8,1,6
8736,7,1,4
8737,6,2,4
8738,8,1,5
8739,7,1,4
8741,10,1,7
8742,8,1,6
8744,7,1,4
8745,6,1,4
8746,7,1,5
8749,8,2,6
8750,7,2,5
8751,7,2,4
8752,7,1,4
8753,7,1,4
8754,7,1,5
8755,7,2,4
8757,6,2,4
8758,7,2,5
8759,6,2,4
8760,7,1,4
8761,8,2,6
8762,7,1,5
8764,7,2,5
8765,6,1,4
8766,7,2,5
8768,8,1,6
8769,7,1,5
8770,6,2,4
8772,6,1,4
8774,6,2,4
8775,7,2,5
8776,7,2,5
8777,9,1,6
8778,7,1,5
8782,7,2,4
8783,9,1,6
8784,1,1,1
8785,6,1,4
8786,6,1,4
8787,6,1,4
8788,6,2,4
8789,6,1,4
8790,9,1,6
8791,8,1,6
8793,9,1,7
8794,10,1,7
8796,10,1,7
8797,8,2,7
8800,10,1,7
8801,10,2,7
8804,10,2,7
8805,9,2,7
8808,10,2,7
8812,10,1,7
8813,10,2,7
8816,9,2,7
8820,10,2,7
8823,10,2,7
8824,10,2,7
8825,10,1,7
8828,9,2,6
8829,9,1,6
8831,9,2,6
8832,9,1,6
8835,9,2,6
8836,8,2,6
8837,9,1,6
8839,8,2,6
8840,9,2,6
8843,9,2,6
8844,8,2,6
8847,9,1,6
8848,9,1,6
8851,9,2,6
8852,8,1,6
8855,8,2,6
8856,9,1,6
8858,8,1,6
8859,9,2,6
8860,8,2,6
8863,4,2,1
8864,3,1,1
8865,5,1,1
8866,4,2,1
8867,3,1,1
8868,3,1,1
8870,4,2,1
8871,4,1,1
8872,3,2,1
8874,4,2,1
8875,4,1,1
8876,3,1,1
8878,4,1,1
8879,3,2,1
8880,3,1,1
8882,3,1,1
8883,4,1,1
8884,3,2,1
8886,3,1,1
8887,3,1,1
8888,5,2,1
8890,3,1,1
8891,4,2,1
8892,3,2,1
8894,4,1,1
8895,2,2,1
8896,4,1,1
8898,4,1,1
8899,4,1,1
8901,4,2,1
8902,3,1,1
8905,4,2,1
8906,4,1,1
8907,3,2,1
8909,4,2,1
8910,4,1,1
8913,4,1,1
8914,4,1,1
8915,4,2,1
8917,4,2,1
8918,4,2,1
8921,4,2,1
8922,4,1,1
8923,3,2,1
8925,4,1,1
8926,3,2,1
8929,4,2,1
8930,4,2,1
8931,4,1,1
8933,4,2,1
8934,4,1,1
8937,4,2,1
8938,4,2,1
8941,5,1,2
8942,5,2,2
8944,5,1,2
8945,5,2,2
8946,5,2,2
8948,5,2,2
8949,5,1,2
8950,5,1,2
8952,5,1,2
8953,5,2,2
8954,5,1,2
8956,5,2,2
8957,5,2,2
8958,5,1,2
8960,5,2,2
8961,5,2,2
8962,5,1,2
8964,5,1,2
8965,5,2,2
8966,5,1,2
8968,5,1,2
8969,5,2,2
8970,5,2,2
8971,5,1,2
8972,5,1,2
8973,4,1,2
8974,5,1,2
8976,5,1,2
8977,5,1,2
8979,5,1,2
8980,4,1,2
8982,4,1,2
8983,5,1,2
8984,5,1,2
8985,4,2,2
8987,5,2,2
8988,5,1,2
8990,5,2,2
8991,5,1,2
8992,5,1,2
8993,5,2,2
8995,5,1,2
8996,4,1,2
8998,4,2,2
8999,4,2,2
9000,5,2,2
9001,5,2,2
9002,5,1,2
9003,5,2,2
9004,5,2,2
9006,5,1,2
9007,5,1,2
9008,4,1,2
9010,5,1,2
9011,6,2,3
9012,6,2,3
9014,6,1,3
9015,5,.N,3
9018,5,2,3
9019,5,2,3
9020,5,2,3
9022,6,1,3
9023,6,2,3
9026,6,1,3
9027,6,1,3
9028,5,2,3
9030,5,2,3
9031,6,1,3
9036,5,2,3
9038,6,1,3
9039,6,1,3
9041,6,2,3
9042,6,2,3
9045,5,2,3
9046,6,2,3
9047,6,1,3
9049,6,1,3
9050,5,2,3
9053,6,2,3
9054,6,2,3
9055,6,1,3
9057,5,1,3
9058,6,2,3
9061,6,2,3
9062,6,1,3
9063,6,1,3
9065,6,1,3
9066,6,1,3
9069,5,2,3
9070,5,1,3
9071,5,1,3
9074,7,1,5
9075,6,2,4
9078,7,2,5
9080,9,1,6
9082,6,1,4
9084,7,2,4
9086,8,1,5
9087,9,1,7
9088,6,2,4
9090,8,1,4
9094,7,1,5
9095,7,2,5
9098,8,2,5
9101,8,2,5
9102,8,2,5
9103,9,2,5
9106,7,1,5
9107,10,1,7
9109,8,1,5
9111,8,1,4
9112,7,2,4
9113,9,2,6
9116,9,2,6
9119,10,2,6
9120,8,.N,4
9121,7,1,4
9124,8,1,5
9127,7,2,4
9128,9,2,6
9129,8,1,5
9131,8,1,5
9132,10,1,5
9135,7,1,4
9136,6,1,4
9137,8,1,5
9139,9,1,6
9140,8,1,5
9143,7,1,5
9145,11,1,1
9146,7,2,5
9147,8,1,5
9149,6,2,4
9151,8,1,5
9153,8,1,5
9154,8,2,5
9155,8,1,5
9157,6,2,4
9158,8,1,5
9159,7,2,4
9161,7,1,5
9162,9,1,6
9163,4,1,5
9164,6,1,4
9165,6,2,4
9166,7,1,5
9167,7,2,4
9169,8,.N,5
9171,8,1,5
9173,8,2,5
9174,8,.N,5
9175,7,1,4
9177,8,2,5
9180,11,1,7
9188,11,2,7
9193,10,1,7
9196,10,2,7
9204,9,2,7
9209,8,2,5
9213,7,1,4
9214,7,2,4
9216,7,1,4
9217,7,2,4
9218,6,1,4
9220,7,2,4
9221,7,1,4
9222,7,1,4
9224,6,1,4
9225,6,1,4
9228,6,2,4
9229,7,1,4
9230,7,1,4
9232,7,1,4
9233,7,1,4
9236,6,1,4
9237,6,1,4
9238,7,1,4
9240,7,2,4
9241,7,2,4
9243,7,1,4
9244,7,1,4
9245,6,1,4
9246,7,2,4
9248,7,1,4
9249,7,2,4
9251,6,1,4
9252,7,1,4
9255,7,2,4
9256,7,1,4
9257,7,2,4
9259,6,2,4
9260,6,2,4
9263,7,2,4
9264,7,1,4
9267,7,2,4
9268,7,2,4
9270,6,2,4
9272,7,2,4
9275,6,2,4
9276,7,2,4
9278,7,2,4
9279,6,2,4
9280,7,1,4
9283,8,2,5
9284,9,2,5
9286,7,1,5
9287,8,2,5
9290,10,1,7
9291,7,1,5
9292,7,1,5
9294,7,1,5
9295,7,2,5
9298,7,1,5
9299,8,2,5
9300,9,1,6
9302,8,2,5
9303,8,1,5
9306,7,1,5
9307,7,2,5
9310,7,1,5
9311,8,1,5
9314,7,2,5
9315,8,2,5
9319,7,1,5
9320,8,1,5
9323,8,1,5
9327,8,1,5
9328,8,1,5
9331,8,2,5
9333,8,2,5
9335,7,1,5
9336,9,1,5
9338,8,1,5
9339,7,1,5
9343,7,1,5
9344,7,1,5
9346,8,1,5
9347,8,2,5
9351,8,2,5
9353,9,1,6
9354,9,2,6
9355,9,2,6
9356,8,1,6
9357,8,2,6
9359,9,2,6
9361,9,1,6
9362,9,2,6
9363,9,1,6
9364,9,2,6
9365,8,1,6
9369,8,1,6
9370,9,1,6
9371,9,1,6
9372,9,1,6
9373,9,1,6
9376,9,1,6
9377,9,2,6
9378,9,1,6
9379,9,1,6
9380,9,2,6
9381,9,1,6
9383,9,1,6
9385,9,1,6
9386,8,1,6
9387,9,1,6
9388,9,1,6
9389,9,2,6
9391,9,2,6
9392,9,1,6
9395,9,2,6
9396,9,2,6
9399,9,2,6
9400,9,1,6
9403,8,2,6
9404,8,2,6
9407,8,1,6
9408,8,1,6
9411,9,1,6
9412,9,2,6
9416,10,1,7
9417,9,1,7
9418,9,1,7
9420,10,2,7
9421,10,1,7
9422,10,1,7
9423,10,2,7
9424,10,2,7
9425,9,1,7
9426,10,1,7
9428,11,2,7
9429,10,1,7
9430,10,2,7
9432,10,1,7
9433,10,2,7
9434,9,1,7
9436,9,2,7
9437,10,1,7
9438,10,2,7
9440,10,1,7
9441,10,2,7
9442,10,1,7
9443,10,2,7
9445,10,2,7
9446,10,1,7
9447,10,2,7
9449,10,2,7
9450,9,1,7
9451,10,1,7
9453,10,2,7
9454,10,1,7
9455,10,1,7
9457,10,1,7
9458,10,2,7
9459,10,1,7
9461,9,2,7
9462,9,1,7
9465,10,1,7
9466,10,2,7
9467,9,1,7
9469,6,2,4
9471,7,1,4
9472,7,1,4
9475,8,1,4
9476,6,2,4
9477,6,2,4
9479,7,1,4
9480,8,2,4
9482,6,1,4
9483,7,2,4
9484,7,2,4
9485,6,2,4
9487,7,1,4
9488,7,1,4
9490,7,1,4
9491,7,1,4
9492,7,2,4
9494,6,2,4
9495,7,1,4
9496,7,1,4
9498,7,1,4
9499,7,2,4
9500,6,1,4
9503,7,2,4
9504,8,1,5
9505,8,2,5
9507,8,1,5
9511,7,2,5
9512,7,1,5
9513,8,1,5
9515,8,2,5
9518,8,1,5
9519,8,2,5
9520,8,2,5
9521,8,1,5
9523,7,2,5
9527,8,2,5
9528,7,2,5
9529,8,1,5
9531,8,1,5
9535,7,2,5
9536,8,1,5
9537,8,1,5
9540,9,2,6
9541,9,1,6
9542,8,2,6
9544,10,1,6
9545,8,2,6
9546,8,1,6
9548,8,2,6
9549,9,1,6
9550,9,1,6
9552,9,1,6
9553,9,1,6
9554,9,2,6
9556,10,2,6
9557,9,2,6
9558,9,2,6
9559,9,1,6
9560,9,2,6
9561,8,2,6
9562,9,2,6
9564,9,2,6
9567,8,1,6
9568,8,1,6
9569,9,2,6
9570,8,2,5
9572,10,1,6
9573,9,2,6
9574,9,1,7
9575,9,2,7
9576,10,1,7
9577,9,1,7
9578,9,2,7
9580,10,2,7
9582,10,2,7
9585,11,1,7
9586,10,2,7
9588,10,2,7
9590,10,2,7
9592,10,1,7
9593,10,2,7
9594,10,2,7
9596,10,1,7
9598,11,2,7
9600,9,1,7
9601,10,2,.N
9602,10,1,7
9604,.N,1,7
9606,10,2,7
9608,9,1,7
9610,6,1,4
9612,7,2,4
9614,6,1,4
9616,6,2,4
9618,6,1,4
9620,6,2,4
9622,6,1,4
9624,6,2,4
9626,6,1,4
9628,6,2,4
9630,6,1,4
9632,6,2,4
9634,7,1,4
9636,7,1,4
9638,6,1,4
9640,7,2,4
9642,7,1,4
9646,7,1,4
9648,7,2,4
9650,6,2,4
9653,9,1,6
9654,8,1,6
9655,9,1,6
9657,9,1,6
9658,9,2,6
9659,8,2,6
9661,8,2,6
9663,8,2,6
9665,9,2,6
9666,8,2,6
9667,8,2,6
9669,8,1,6
9670,9,1,6
9673,9,2,6
9674,8,2,6
9675,9,1,6
9677,8,2,6
9678,8,2,6
9680,8,1,6
9681,9,1,6
9682,8,2,6
9683,8,1,6
9685,8,1,6
9686,9,2,6
9688,10,2,7
9689,8,2,6
9690,10,2,7
9692,10,1,7
9694,10,2,7
9696,10,2,7
9697,10,1,7
9698,9,2,7
9700,10,1,7
9701,10,1,7
9702,10,2,7
9704,10,1,7
9705,9,1,7
9706,9,2,7
9708,10,1,7
9710,9,2,7
9712,9,1,7
9713,10,1,7
9716,10,1,7
9718,10,2,7
9720,10,1,7
9721,10,1,7
9722,7,2,4
9723,6,2,4
9725,7,2,4
9727,7,1,4
9729,6,1,4
9730,6,2,4
9731,6,1,4
9733,7,1,4
9735,7,1,4
9737,7,2,4
9738,7,1,4
9739,6,2,4
9741,8,2,4
9742,7,1,4
9743,7,1,4
9745,7,1,4
9746,8,1,4
9747,7,1,4
9750,7,2,4
9751,7,2,4
9752,7,2,4
9754,6,2,4
9755,7,2,4
9756,7,2,4
9758,6,2,4
9759,7,2,4
9760,7,1,4
9762,7,2,4
9763,6,.N,4
9764,7,1,4
9766,6,2,4
9767,7,2,4
9768,6,2,4
9770,7,2,4
9771,7,1,4
9774,7,1,4
9775,7,2,4
9778,6,1,4
9779,7,2,4
9782,7,2,4
9783,6,1,4
9784,6,2,4
9785,6,2,4
9786,7,2,4
9787,7,2,4
9789,6,2,4
9790,7,2,4
9791,7,2,4
9792,7,2,4
9793,7,1,4
9794,7,1,4
9795,6,2,4
9797,6,1,4
9798,6,1,4
9799,6,2,4
9800,7,1,4
9801,7,2,4
9802,7,1,4
9803,6,2,4
9805,7,2,4
9806,7,2,4
9807,7,2,4
9809,7,2,4
9810,6,1,4
9811,6,2,4
9813,7,2,4
9816,7,2,4
9817,6,2,4
9818,6,2,4
9819,8,2,5
9820,8,2,5
9823,8,1,5
9824,7,2,5
9827,8,.N,5
9828,7,2,5
9830,8,1,5
9831,8,1,5
9832,7,2,5
9835,8,2,5
9836,8,1,5
9838,7,2,5
9839,8,2,5
9840,8,1,5
9843,8,2,5
9844,8,2,5
9846,7,2,5
9847,7,.N,5
9848,8,2,5
9851,7,1,5
9852,7,2,5
9854,7,2,5
9855,8,2,5
9857,7,2,5
9858,7,2,5
9861,7,2,5
9862,8,2,5
9863,7,2,5
9865,7,2,5
9866,8,2,5
9869,8,2,5
9870,8,2,5
9871,7,2,5
9873,8,2,5
9874,7,2,5
9877,8,2,5
9878,8,.N,5
9881,8,2,5
9882,8,1,5
9885,7,2,5
9886,8,2,5
9889,9,2,6
9890,9,2,6
9891,9,2,6
9892,8,2,6
9893,8,2,6
9894,8,1,6
9896,8,2,6
9897,9,2,6
9898,8,1,6
9900,8,2,6
9901,8,1,6
9902,9,2,6
9904,9,2,6
9905,9,2,6
9906,9,2,6
9908,9,2,6
9909,8,2,6
9910,9,2,6
9912,9,2,6
9913,8,1,6
9914,8,2,6
9916,9,2,6
9917,9,2,6
9918,9,2,6
9920,9,2,6
9921,9,2,6
9922,8,2,6
9924,9,2,6
9925,9,2,6
9928,8,2,6
9929,9,1,6
9930,9,1,6
9932,8,1,6
9933,9,1,6
9934,9,2,6
9935,9,1,6
9936,8,2,6
9937,8,1,6
9938,9,1,6
9939,8,2,6
9940,9,1,6
9941,8,2,6
9942,8,1,6
9943,9,2,6
9944,8,2,6
9945,9,1,6
9947,9,2,6
9948,8,2,6
9949,8,1,6
9950,8,2,6
9951,9,1,6
9952,9,2,6
9953,8,2,6
9954,9,2,6
9955,9,2,6
9956,9,2,6
9957,8,2,6
9958,9,2,6
9960,10,1,7
9961,10,2,7
9964,9,1,7
9965,10,2,7
9968,9,1,7
9969,9,2,7
9971,9,2,7
9972,9,1,7
9973,9,2,7
9976,10,2,7
9979,10,2,7
9980,10,2,7
9981,10,1,7
9984,10,1,7
9985,10,2,7
9987,9,2,7
9988,10,2,7
9989,10,2,7
9992,10,2,7
9993,10,2,7
9996,9,1,7
9999,9,2,7
10000,10,2,7
10004,9,1,7
10007,9,2,7
10008,9,2,7
10012,10,2,7
10015,10,2,7
10016,10,2,7
10020,10,2,7
10023,10,2,7
10024,10,2,7
10027,9,2,7
10028,10,2,7
10031,10,2,7
10032,10,2,7
10035,10,1,7
10036,9,2,7
10037,3,2,1
10038,4,1,1
10040,4,1,1
10041,4,1,1
10042,4,2,1
10044,4,2,1
10045,4,1,1
10046,5,2,1
10048,4,2,1
10050,3,2,1
10051,4,1,1
10052,4,2,1
10053,4,2,1
10054,3,2,1
10056,3,2,1
10060,4,1,1
10061,4,2,1
10062,4,1,1
10065,4,2,1
10066,4,1,1
10068,4,2,1
10070,3,1,1
10071,4,2,1
10073,3,2,1
10074,4,1,1
10076,4,1,1
10078,5,1,1
10080,4,2,1
10081,3,1,1
10082,4,2,1
10083,4,2,1
10084,4,1,1
10086,4,1,1
10088,4,1,1
10090,4,2,1
10091,6,2,2
10092,5,1,2
10093,5,1,2
10094,5,2,2
10096,5,2,2
10098,5,2,2
10099,4,2,2
10100,5,2,2
10102,4,2,2
10103,4,2,2
10104,5,2,2
10105,5,2,2
10106,4,2,2
10107,6,2,2
10108,5,1,2
10110,5,1,2
10111,4,1,2
10112,5,1,2
10114,4,2,2
10116,5,1,2
10118,4,2,2
10121,4,1,2
10124,4,1,2
10125,4,2,2
10126,5,2,2
10129,5,1,2
10132,5,2,2
10133,5,2,2
10134,5,2,2
10136,5,1,2
10137,5,1,2
10140,5,2,2
10141,5,1,2
10144,5,2,2
10145,6,2,3
10147,6,2,3
10148,5,2,3
10149,6,2,3
10151,6,2,3
10152,5,2,3
10153,5,1,3
10155,5,1,3
10156,5,1,3
10158,6,1,3
10159,6,2,3
10160,6,1,3
10161,6,2,3
10163,6,2,3
10164,5,.N,3
10166,6,2,3
10168,5,1,3
10169,5,1,3
10171,6,2,3
10172,6,2,3
10174,6,1,3
10175,6,2,3
10177,5,2,3
10179,6,1,3
10180,7,2,3
10182,6,1,3
10183,5,2,3
10185,6,2,3
10187,5,1,3
10188,6,1,3
10190,6,1,3
10191,6,2,3
10193,6,1,3
10195,5,1,3
10197,5,2,3
10198,7,1,3
10199,4,2,1
10200,3,2,1
10201,3,1,1
10203,4,1,1
10204,3,1,1
10207,3,2,1
10208,3,2,1
10209,3,2,1
10210,4,1,1
10211,3,1,1
10212,4,2,1
10215,3,2,1
10216,4,2,1
10218,3,2,1
10219,4,1,1
10220,4,2,1
10223,4,2,1
10224,3,1,1
10226,4,1,1
10227,3,2,1
10228,3,1,1
10231,5,2,1
10232,4,2,1
10234,5,2,2
10236,5,1,2
10238,4,2,2
10239,5,1,2
10240,4,1,2
10241,5,2,2
10242,4,1,2
10244,4,2,2
10246,4,1,2
10247,4,2,2
10248,5,1,2
10249,4,1,2
10250,5,1,2
10252,4,2,2
10254,5,1,2
10255,4,2,2
10256,5,2,2
10257,4,2,2
10258,4,2,2
10260,4,2,2
10262,6,1,3
10264,6,1,3
10265,6,1,3
10266,6,1,3
10268,5,1,3
10269,6,2,3
10270,6,2,3
10272,5,2,3
10273,5,1,3
10274,5,2,3
10276,5,2,3
10277,5,2,3
10278,6,1,3
10281,5,2,3
10282,5,1,3
10283,6,1,3
10284,6,2,3
10285,6,1,3
10286,5,2,3
10289,7,1,5
10290,7,1,5
10291,8,1,5
10292,8,2,5
10294,8,2,5
10295,8,1,5
10296,8,2,5
10297,7,1,5
10299,8,2,5
10300,9,1,5
10302,8,2,5
10303,7,1,5
10304,8,2,5
10305,8,1,5
10307,8,1,5
10308,11,1,5
10310,7,2,5
10311,7,1,5
10315,8,1,5
10316,8,1,5
10317,8,2,5
10318,7,2,5
10319,7,2,5
10320,7,2,5
10322,7,1,5
10323,9,2,6
10324,9,1,6
10325,9,2,6
10326,9,1,6
10328,11,1,6
10330,8,2,6
10331,9,2,6
10332,9,1,6
10338,9,1,6
10341,9,1,6
10343,9,1,6
10346,9,2,6
10348,9,1,6
10349,9,1,6
10351,9,1,6
10352,9,1,6
10354,9,2,6
10356,9,1,6
10359,9,1,7
10360,10,2,7
10362,9,2,7
10363,10,2,7
10366,9,2,7
10367,9,1,7
10370,10,1,7
10371,9,2,7
10374,9,1,7
10375,10,1,7
10378,10,2,7
10382,10,1,7
10383,10,1,7
10386,9,2,7
10387,9,2,7
10391,10,1,7
