ID,age,sex,grade
476,6,1,4
477,7,2,4
479,7,2,4
480,7,2,4
483,6,1,4
484,7,2,4
485,6,1,4
487,7,1,4
488,7,1,4
489,6,2,4
491,.N,1,.N
492,7,2,4
495,7,1,4
496,7,2,4
497,7,1,4
499,7,2,4
500,7,1,4
501,6,1,4
502,6,1,4
504,7,1,4
505,7,2,4
506,7,2,4
507,7,1,4
508,7,2,4
510,7,2,4
512,6,2,4
514,7,2,4
515,7,1,4
516,7,2,4
518,6,2,4
520,7,1,4
521,8,1,4
522,6,1,4
523,6,1,4
524,6,1,4
525,6,2,4
526,6,2,4
528,6,1,4
529,7,1,5
532,7,1,5
533,7,2,5
536,7,2,5
537,8,2,5
540,7,2,5
541,9,2,5
544,7,1,5
545,8,1,5
548,7,2,5
549,7,2,5
552,7,2,5
553,8,1,6
556,7,2,5
557,8,2,5
559,7,2,5
560,8,1,5
561,8,2,5
564,8,2,5
565,7,2,5
566,.N,2,5
567,7,1,5
568,9,2,5
569,10,2,7
571,8,2,5
572,7,2,5
573,9,2,5
574,8,2,5
575,7,1,5
576,9,1,5
577,8,1,5
579,7,1,5
581,7,2,4
582,9,2,7
583,8,1,5
584,7,1,5
585,9,1,5
587,7,1,5
588,8,1,5
591,7,2,5
592,8,1,5
593,8,.N,5
594,8,2,5
595,7,1,5
596,7,2,5
597,9,1,7
599,9,2,6
600,9,1,6
602,9,1,6
603,8,2,6
604,9,1,6
606,8,2,6
607,9,2,6
608,8,2,6
610,9,2,6
611,8,1,6
612,10,1,6
614,9,1,6
615,9,1,6
616,8,1,6
618,10,2,6
619,9,1,6
622,10,1,6
623,9,1,6
624,9,2,6
627,8,2,6
628,9,2,6
630,8,2,6
631,8,1,6
634,9,2,6
635,9,2,6
636,9,2,6
638,9,1,6
639,9,2,6
642,9,2,6
643,8,1,6
644,9,1,6
646,9,2,6
647,8,2,6
650,8,1,6
651,9,1,6
652,9,1,6
654,9,2,6
655,9,2,6
658,9,1,6
659,9,1,6
662,9,2,7
667,10,.N,7
668,9,2,7
670,9,1,7
673,9,1,7
675,8,2,7
676,11,1,7
679,9,2,7
683,9,1,7
684,9,2,7
686,9,2,7
687,10,2,7
689,10,1,7
695,10,1,7
697,9,1,7
699,10,2,7
701,9,1,7
704,10,2,7
705,9,1,7
707,9,1,7
709,9,2,7
711,9,2,7
713,10,2,7
715,10,1,7
717,10,2,7
719,9,2,7
721,9,1,7
723,9,2,7
727,9,2,7
729,9,2,7
941,7,1,4
942,6,1,4
944,6,2,4
946,6,1,4
952,7,2,4
954,6,2,4
960,7,1,4
962,6,1,4
968,6,1,4
970,6,1,4
972,8,1,5
976,7,1,5
977,8,1,5
979,7,1,5
980,8,2,5
983,8,1,5
984,8,1,5
991,8,1,5
992,8,1,5
995,8,1,5
999,8,2,5
1000,8,2,5
1003,7,1,5
1007,7,2,5
1008,7,1,5
1011,8,2,5
1013,8,2,5
1015,7,2,5
1016,7,1,5
1017,8,2,5
1020,4,2,1
1022,4,1,4
1023,4,1,1
1025,4,1,1
1028,4,2,1
1029,4,1,1
1030,4,1,1
1031,3,1,1
1033,3,1,1
1034,3,2,1
1036,4,1,1
1037,4,1,1
1038,4,2,1
1041,4,1,1
1042,4,2,1
1044,5,1,1
1045,4,2,1
1049,4,1,1
1050,4,1,1
1051,5,1,1
1052,5,1,1
1053,3,1,1
1055,5,2,2
1057,5,2,2
1059,5,1,2
1060,5,1,2
1061,5,1,2
1063,4,1,2
1065,5,2,2
1067,5,1,2
1068,4,1,2
1069,4,2,2
1071,4,2,2
1073,5,2,2
1076,6,1,2
1077,5,2,2
1079,4,2,2
1081,5,1,2
1084,5,2,2
1085,4,2,2
1087,4,2,2
1088,4,1,2
1091,6,1,3
1093,6,2,3
1095,5,2,3
1096,6,2,3
1097,6,1,3
1099,6,1,3
1101,6,2,3
1103,6,2,3
1104,6,2,3
1105,5,2,3
1107,6,1,3
1109,6,2,3
1111,6,2,3
1113,6,2,3
1115,6,1,3
1120,5,1,2
1122,5,2,2
1128,6,1,2
1130,4,1,2
1131,6,1,2
1134,6,1,2
1135,7,2,3
1136,6,2,3
1141,7,1,3
1143,5,2,3
1144,6,1,3
1146,6,1,3
1149,6,1,3
1151,6,2,3
1152,7,1,3
1154,6,1,3
1157,6,2,3
1159,5,1,3
1160,6,1,3
1163,5,2,2
1164,4,2,2
1166,5,1,2
1167,5,2,2
1168,4,2,2
1170,4,1,2
1171,4,1,2
1172,5,2,2
1174,5,1,2
1178,5,2,2
1179,5,2,2
1180,5,2,2
1182,6,1,4
1183,6,2,4
1185,7,1,4
1186,6,1,4
1187,7,2,4
1188,6,2,4
1190,6,1,4
1191,7,2,4
1193,7,1,4
1194,7,1,4
1195,7,1,4
1196,7,2,4
1197,7,1,4
1198,7,1,4
1199,7,2,4
1201,7,1,4
1202,7,1,4
1203,7,2,4
1204,7,1,4
1205,6,1,4
1206,6,1,4
1207,8,1,5
1209,6,1,4
1210,6,1,4
1211,8,2,5
1212,7,2,4
1213,7,2,4
1214,7,2,4
1215,6,.N,4
1216,7,2,4
1217,6,1,4
1219,7,2,4
1220,6,.N,4
1223,7,2,4
1224,8,1,5
1225,6,2,4
1227,7,1,4
1228,6,1,4
1231,7,2,4
1232,6,1,4
1233,7,1,4
1235,6,1,4
1236,6,1,4
1239,7,1,5
1240,9,1,5
1243,6,2,4
1244,7,1,4
1247,7,2,4
1248,8,1,5
1251,8,2,5
1252,7,1,5
1254,7,1,5
1255,8,1,5
1258,7,2,5
1259,8,2,5
1262,8,1,5
1263,8,1,5
1266,7,1,5
1267,7,2,5
1270,2,1,5
1271,7,2,5
1274,7,2,5
1275,8,2,5
1278,7,2,5
1279,7,2,5
1282,7,1,5
1283,7,1,5
1286,7,2,5
1287,7,2,5
1289,7,2,5
1290,7,1,5
1293,9,1,5
1294,8,2,5
1295,6,2,5
1297,9,2,5
1298,8,2,5
1301,7,1,5
1302,7,1,5
1303,8,2,6
1305,7,1,5
1306,8,2,5
1308,9,2,5
1309,8,1,5
1310,8,1,5
1313,9,1,6
1314,9,2,6
1316,8,1,6
1317,9,2,6
1318,9,2,6
1320,8,1,6
1321,8,1,6
1322,9,1,6
1324,8,2,6
1325,9,1,6
1326,9,2,6
1328,9,2,6
1329,9,1,6
1330,11,1,6
1332,8,1,6
1333,8,1,6
1336,8,2,6
1337,8,2,6
1338,10,1,6
1341,10,2,6
1342,9,1,6
1344,10,2,5
1345,9,1,7
1346,10,1,6
1350,8,1,6
1352,9,1,6
1353,9,1,6
1354,8,2,5
1358,9,1,6
1360,9,1,6
1361,9,1,6
1362,9,1,6
1365,8,2,6
1366,10,2,6
1368,10,2,5
1369,9,1,6
1370,8,2,6
1373,9,1,6
1374,9,2,6
1376,8,2,6
1377,9,1,6
1378,10,1,7
1380,9,2,5
1381,9,2,6
1382,8,2,6
1383,10,1,7
1384,10,2,7
1387,10,1,7
1388,9,1,7
1390,10,2,7
1391,10,1,7
1395,10,1,7
1396,9,1,6
1399,10,2,7
1402,9,2,7
1403,9,2,7
1404,10,1,7
1407,9,2,7
1410,9,1,7
1411,10,1,7
1412,10,2,7
1415,10,2,7
1419,10,1,7
1420,9,1,7
1422,10,1,7
1424,10,2,7
1427,10,1,7
1428,10,1,7
1430,9,1,7
1431,9,2,7
1432,9,2,7
1435,10,1,7
1436,9,2,7
1438,11,1,7
1439,10,1,7
1440,9,1,7
1443,10,1,6
1444,10,2,7
1447,10,2,7
1448,10,2,7
1451,9,1,7
1452,10,1,7
1453,6,1,4
1455,7,2,4
1456,7,1,4
1458,6,1,4
1459,6,1,4
1461,6,2,4
1463,6,1,4
1464,7,1,4
1466,9,1,4
1467,7,2,4
1468,7,1,4
1469,8,2,5
1471,7,2,4
1472,6,2,4
1474,8,2,4
1476,7,2,4
1477,6,1,4
1478,7,2,4
1479,7,1,4
1480,7,1,5
1481,8,.N,5
1483,8,1,5
1484,7,2,5
1487,7,1,5
1488,8,2,5
1489,9,1,5
1491,8,2,5
1492,8,2,5
1495,8,2,5
1496,8,2,5
1497,8,1,5
1499,7,2,5
1500,7,2,5
1503,7,1,5
1504,8,1,5
1507,9,1,5
1508,7,1,5
1511,7,1,5
1512,7,1,5
1515,9,2,6
1518,9,2,6
1519,9,1,6
1522,8,2,6
1523,9,1,6
1526,9,1,6
1527,9,1,6
1529,8,2,6
1530,9,2,6
1531,9,1,6
1535,9,2,7
1536,9,2,7
1539,10,1,7
1540,11,1,7
1543,9,1,7
1544,11,2,7
1546,10,1,7
1547,10,1,7
1548,10,1,7
1551,10,1,7
1552,9,2,7
1554,9,2,7
1555,9,2,7
1556,10,1,7
1559,10,1,7
1560,10,1,7
1562,8,1,6
1563,8,1,6
1565,9,1,6
1566,9,1,6
1567,8,2,6
1570,9,1,6
1571,9,1,6
1573,9,1,6
1574,9,2,6
1575,8,2,5
1577,8,1,6
1578,9,1,6
1579,9,2,6
1580,4,1,2
1582,5,1,2
1583,5,2,2
1584,5,1,2
1586,5,1,2
1588,5,1,2
1590,5,2,2
1591,5,2,2
1592,6,2,2
1594,5,2,2
1596,4,2,2
1598,4,2,1
1599,4,1,2
1602,5,2,2
1604,4,1,2
1606,5,1,2
1607,5,1,2
1610,5,1,2
1611,5,2,2
1612,4,2,2
1614,6,2,2
1615,6,1,3
1618,5,2,3
1619,6,1,3
1621,5,1,2
1623,6,1,3
1625,6,1,3
1626,5,1,3
1627,7,2,3
1631,5,1,2
1634,6,1,3
1635,5,1,3
1637,5,2,3
1639,4,1,2
1642,7,1,3
1645,6,1,3
1647,6,1,3
1649,5,1,2
1651,6,2,3
1652,7,1,3
1653,5,2,3
1655,5,1,3
1657,5,1,3
1658,5,2,2
1659,4,2,1
1661,5,2,2
1662,4,1,1
1665,3,2,1
1666,6,1,2
1667,4,2,1
1669,5,2,2
1670,4,1,1
1673,6,1,2
1674,3,2,1
1675,4,2,1
1677,5,2,2
1678,3,2,1
1681,5,1,2
1682,3,2,1
1683,4,2,1
1684,5,1,2
1685,5,2,2
1686,5,2,1
1689,5,1,2
1690,3,1,1
1691,4,1,1
1692,4,1,1
1693,6,1,3
1694,6,1,3
1696,6,2,3
1697,6,1,3
1700,6,1,3
1701,5,1,3
1702,6,2,3
1704,6,2,3
1705,6,1,3
1708,5,2,3
1709,6,1,3
1712,6,2,3
1713,5,2,3
1715,5,2,3
1716,6,2,3
1717,6,1,3
1720,3,1,1
1721,4,2,1
1723,4,1,1
1724,3,1,1
1727,3,2,1
1728,3,2,1
1729,3,1,1
1731,4,2,1
1732,4,1,1
1735,4,1,1
1736,3,2,.N
1737,3,1,1
1739,3,1,1
1740,4,2,1
1743,3,1,1
1744,4,2,1
1747,4,1,1
1748,3,1,1
1751,4,1,1
1752,3,2,1
1755,5,1,2
1756,5,1,2
1757,4,1,2
1758,5,2,2
1759,5,1,2
1760,4,2,2
1762,5,1,2
1763,4,1,2
1764,4,1,2
1766,5,2,2
1767,4,1,2
1768,4,2,2
1770,4,2,2
1771,5,2,2
1772,4,2,2
1774,5,2,2
1775,4,2,2
1776,4,2,2
1778,5,.N,.N
1779,4,1,.N
1780,5,1,2
1782,5,2,2
1783,5,2,2
1784,5,1,2
1786,5,1,2
1787,5,2,2
1788,5,2,2
1790,5,2,2
1792,5,2,2
1794,5,2,2
1795,4,1,2
1796,4,2,2
1798,6,1,3
1799,6,2,3
1800,6,1,3
1801,6,1,3
1802,6,1,3
1803,6,1,3
1805,5,1,3
1806,5,2,3
1807,5,2,3
1809,5,1,3
1810,6,2,3
1811,6,2,3
1813,6,1,3
1814,6,1,3
1815,6,1,3
1817,5,2,3
1818,5,2,3
1819,6,1,3
1821,6,1,3
1822,6,2,3
1823,5,1,3
1825,6,2,3
1826,5,2,3
1827,5,2,3
1829,6,2,3
1830,5,2,3
1831,6,1,3
1833,6,2,3
1834,5,1,3
1835,5,1,3
1837,5,2,3
1839,6,1,3
1841,4,2,2
1842,4,1,2
1844,5,1,2
1845,4,2,2
1848,5,2,2
1849,5,1,2
1850,4,2,2
1852,4,2,2
1853,4,1,2
1856,5,1,2
1857,4,2,2
1860,5,1,2
1861,4,2,2
1864,4,2,2
1865,4,2,2
1868,4,2,2
1869,5,1,2
1872,5,2,2
1873,4,2,2
1876,6,1,3
1877,5,1,3
1878,6,2,3
1879,5,2,3
1881,5,2,3
1882,6,1,3
1883,5,1,3
1884,5,1,3
1886,5,2,3
1887,5,1,3
1888,6,1,3
1889,5,2,3
1890,5,2,3
1891,5,2,3
1892,6,2,3
1893,5,2,3
1894,6,1,3
1895,5,1,3
1896,6,1,3
1897,6,1,3
1898,6,2,3
1899,5,2,3
1900,5,2,3
1901,5,2,3
1902,6,2,3
1903,5,2,3
1904,6,1,3
1905,6,2,3
1906,5,1,3
1907,5,1,3
1908,5,1,3
1909,5,2,3
1911,6,1,4
1912,.N,.N,.N
1913,6,1,4
1914,7,1,4
1917,6,1,4
1919,6,1,4
1920,7,2,4
1921,7,2,4
1923,7,1,4
1925,6,1,4
1928,7,2,4
1929,6,1,4
1931,6,1,4
1935,6,1,4
1936,7,1,4
1937,6,1,4
1939,7,2,4
1940,6,2,4
1941,7,1,4
1943,7,1,4
1944,6,1,4
1945,6,2,4
1947,7,1,4
1948,6,1,4
1949,6,2,4
1951,6,1,4
1952,6,1,4
1953,7,1,4
1954,8,1,5
1956,7,1,5
1957,8,1,5
1958,8,1,5
1959,7,2,5
1962,8,1,5
1963,7,2,5
1965,9,2,7
1966,8,1,4
1967,7,1,5
1969,8,1,5
1970,7,2,5
1971,7,2,5
1973,7,1,5
1974,7,2,5
1975,7,1,5
1976,7,2,5
1978,8,1,5
1979,7,2,5
1981,8,2,5
1982,7,1,5
1983,8,2,5
1984,7,2,5
1986,8,2,5
1987,8,1,5
1989,7,1,5
1990,7,1,5
1991,8,1,5
1992,8,1,5
1997,9,1,6
1998,8,1,6
2000,8,2,6
2001,9,1,6
2002,8,2,6
2005,9,1,6
2006,9,1,6
2008,8,2,6
2009,9,1,6
2010,8,1,6
2011,9,1,6
2013,9,1,6
2014,8,2,6
2015,8,1,6
2016,8,2,6
2017,8,1,6
2018,9,2,6
2019,9,1,6
2021,9,2,6
2022,9,1,7
2023,8,1,6
2024,9,2,6
2025,8,2,6
2026,9,1,6
2029,8,2,6
2030,8,1,6
2033,10,2,7
2034,10,2,7
2035,9,1,7
2036,10,2,7
2037,10,1,7
2041,9,2,7
2042,10,2,7
2043,9,2,7
2044,9,1,7
2048,9,1,7
2049,10,1,7
2052,10,1,7
2054,10,1,7
2056,9,2,7
2057,9,1,7
2060,10,1,7
2064,9,1,7
2065,10,2,7
2068,9,2,7
2070,10,2,7
2071,10,2,7
2072,9,2,7
2073,10,2,7
2102,4,2,2
2103,5,2,2
2105,4,2,2
2106,5,1,2
2107,5,1,2
2109,5,1,2
2111,4,2,2
2113,4,2,2
2115,5,2,2
2117,5,2,2
2119,5,1,2
2120,5,1,2
2121,5,1,2
2123,5,1,2
2124,4,2,2
2125,4,1,2
2128,5,2,2
2129,5,2,2
2131,5,1,2
2132,5,2,2
2133,4,1,2
2135,4,2,2
2136,6,1,2
2149,6,1,3
2164,3,2,1
2165,4,2,1
2167,3,2,1
2168,3,2,1
2171,5,1,1
2172,4,1,1
2173,4,2,1
2175,4,1,1
2176,4,1,1
2179,4,2,1
2180,3,2,1
2181,4,2,1
2183,4,1,1
2184,3,1,1
2187,4,1,1
2188,5,1,1
2189,4,2,1
2191,4,1,1
2192,5,1,8
2195,4,2,1
2196,4,2,1
2197,4,2,1
2199,3,1,1
2200,4,1,1
2203,4,2,1
2204,3,1,1
2207,4,1,1
2208,4,2,1
2210,4,2,1
2211,3,1,1
2214,4,2,1
2215,4,1,1
2216,3,1,1
2218,4,1,1
2219,3,2,1
2222,3,2,1
2223,4,2,1
2226,4,2,1
2227,5,2,1
2230,4,1,1
2231,4,1,1
2234,4,1,1
2235,4,2,1
2238,4,1,1
2239,4,1,1
2242,4,2,1
2243,4,1,1
2246,5,1,1
2247,4,2,1
2250,5,2,2
2251,6,1,2
2252,6,1,2
2253,4,1,2
2254,5,1,2
2255,4,1,2
2257,5,1,2
2258,6,1,2
2259,4,1,2
2260,5,2,2
2261,6,2,2
2262,4,1,2
2263,6,2,2
2265,5,1,2
2266,6,1,2
2267,6,1,2
2268,4,1,2
2269,4,2,2
2270,5,1,2
2271,5,1,2
2273,5,2,2
2274,6,1,2
2275,4,2,2
2276,4,1,2
2277,5,1,2
2278,5,2,2
2280,6,2,2
2281,5,2,2
2284,5,2,2
2285,4,1,2
2286,5,2,2
2288,4,2,2
2289,5,1,2
2292,5,2,2
2293,5,1,2
2294,4,1,2
2296,4,2,2
2297,6,1,2
2298,5,1,2
2300,5,2,2
2301,5,2,2
2302,4,1,2
2304,5,2,2
2305,5,1,2
2308,5,1,2
2309,6,1,2
2310,4,1,2
2312,5,1,2
2313,5,2,2
2317,5,1,2
2318,5,1,2
2320,6,2,3
2321,5,1,3
2323,5,1,3
2324,5,1,3
2325,6,1,3
2327,6,1,3
2328,6,2,3
2329,6,1,3
2331,6,1,3
2332,6,1,3
2335,6,2,3
2336,6,1,3
2337,6,1,3
2339,6,2,3
2340,6,2,3
2343,6,2,3
2344,6,2,3
2345,7,2,3
2347,7,1,3
2348,6,2,3
2351,6,1,3
2352,6,1,3
2355,6,2,3
2356,6,1,3
2358,6,1,3
2359,6,2,3
2360,6,2,3
2362,6,2,3
2363,6,2,3
2364,5,2,3
2366,5,1,3
2367,6,1,3
2370,5,2,3
2371,6,2,3
2372,5,1,3
2374,6,2,3
2375,6,1,3
2378,5,2,3
2379,5,2,3
2380,6,1,3
2382,6,1,3
2383,6,2,3
2386,6,1,3
2387,5,2,3
2388,6,2,3
2390,6,2,3
2391,6,1,3
2394,6,2,3
2395,6,2,3
2396,6,1,3
2398,4,2,1
2399,4,2,1
2400,3,2,1
2401,4,1,1
2405,4,1,1
2407,4,1,1
2409,4,2,1
2410,4,2,1
2413,4,1,1
2414,4,1,1
2418,4,1,2
2422,5,1,2
2426,5,2,2
2427,5,1,2
2430,6,1,2
2434,4,2,2
2435,5,2,2
2437,5,2,2
2438,5,2,2
2439,4,2,2
2442,5,2,2
2445,5,2,2
2450,5,2,2
2452,5,1,3
2454,6,1,3
2455,5,2,3
2457,5,2,3
2460,6,1,3
2462,5,1,3
2463,6,2,3
2465,6,1,3
2468,5,2,3
2471,6,1,3
2473,6,1,3
2475,6,1,3
2478,5,2,3
2479,3,1,1
2482,4,2,1
2483,4,1,1
2486,3,1,1
2487,4,2,1
2490,3,2,1
2491,4,1,1
2494,4,1,1
2496,3,1,1
2498,4,2,1
2499,4,1,1
2502,4,1,1
2504,4,1,1
2507,4,2,1
2508,4,1,1
2509,3,2,1
2510,3,2,1
2511,3,1,1
2514,4,2,1
2515,4,1,1
2516,3,2,1
2517,3,1,1
2518,3,1,1
2519,4,2,1
2520,3,1,1
2522,4,1,1
2523,4,2,1
2524,3,2,1
2525,3,1,1
2526,4,2,1
2527,3,2,1
2529,3,2,1
2530,4,1,1
2531,3,1,1
2532,3,1,1
2533,4,1,1
2534,4,1,1
2535,4,1,1
2537,4,2,1
2538,4,2,1
2539,4,2,1
2541,5,1,2
2543,4,2,2
2544,4,2,2
2545,4,1,2
2546,5,2,2
2549,4,2,2
2550,4,1,2
2551,4,1,2
2552,5,2,2
2553,5,2,2
2554,4,1,2
2557,4,2,2
2558,4,1,2
2559,4,2,2
2560,5,1,2
2561,5,2,2
2562,4,1,2
2563,4,1,2
2564,5,1,2
2565,5,2,2
2566,5,1,2
2568,5,1,2
2569,4,1,2
2570,5,1,2
2572,5,1,2
2573,4,2,2
2574,5,1,2
2576,5,1,3
2577,6,1,3
2578,5,1,3
2579,6,1,3
2580,6,1,3
2581,6,1,3
2584,5,2,3
2585,6,2,3
2586,5,1,3
2587,5,1,3
2588,5,2,3
2589,6,1,3
2591,5,2,3
2592,6,2,3
2593,5,1,3
2595,6,2,3
2596,5,1,3
2597,5,1,3
2599,5,1,3
2600,5,1,3
2601,5,1,3
2603,5,2,3
2604,6,2,3
2605,6,1,3
2606,5,2,3
2607,5,2,3
2608,6,1,3
2609,6,2,3
2611,6,2,4
2612,7,1,4
2613,6,2,4
2614,6,2,4
2615,7,1,4
2616,6,2,4
2619,7,2,4
2620,7,2,4
2621,6,1,4
2622,7,1,4
2623,6,2,4
2624,6,2,4
2626,6,2,4
2627,7,1,4
2628,6,1,4
2629,7,1,4
2630,7,2,4
2631,7,1,4
2632,7,2,4
2634,7,1,4
2635,7,2,4
2636,7,2,4
2637,7,2,4
2638,7,2,4
2639,6,2,4
2640,6,1,4
2641,6,2,4
2642,6,1,4
2643,8,2,5
2644,7,2,4
2645,7,2,4
2646,8,1,5
2647,7,2,5
2649,7,1,5
2650,8,2,5
2651,7,1,5
2652,8,1,5
2653,7,1,5
2654,7,2,5
2655,7,1,5
2657,7,1,5
2658,8,2,5
2660,7,1,5
2661,7,1,5
2662,7,1,5
2663,7,2,5
2665,8,2,5
2666,8,2,5
2668,8,1,5
2669,8,1,5
2671,8,2,5
2673,8,2,5
2674,8,1,5
2677,8,2,5
2681,8,1,6
2682,9,1,6
2683,8,2,6
2685,8,1,6
2686,9,1,6
2689,9,2,6
2690,9,1,6
2691,8,2,6
2692,9,2,6
2693,9,2,6
2694,9,2,6
2697,9,2,6
2698,9,1,6
2699,8,2,6
2700,8,2,6
2701,9,2,6
2702,8,2,6
2705,8,1,6
2706,9,1,6
2708,9,1,6
2709,10,1,7
2710,8,1,6
2713,9,1,6
2714,9,1,6
2716,9,1,7
2717,10,1,7
2718,9,2,7
2719,9,1,7
2720,10,2,7
2721,9,2,7
2722,10,1,7
2723,9,2,7
2724,10,2,7
2725,9,1,7
2726,10,2,7
2727,10,1,7
2729,10,1,7
2731,10,2,7
2732,10,1,7
2733,10,1,7
2734,9,1,7
2736,10,1,7
2737,9,1,7
2739,9,2,7
2741,11,1,7
2742,10,2,7
2744,9,1,7
2745,10,1,7
2748,10,1,7
2749,9,2,7
2750,10,1,7
2751,10,1,7
2752,9,2,7
2753,9,1,7
2756,10,2,7
2757,10,1,7
2758,10,2,7
2759,4,1,1
2760,3,2,1
2763,3,2,1
2764,4,1,1
2767,4,1,1
2768,4,2,1
2771,3,2,1
2772,3,2,1
2775,3,2,1
2776,3,2,1
2779,4,2,1
2780,3,1,1
2783,3,2,1
2784,4,1,1
2786,4,1,1
2787,3,2,1
2788,3,2,1
2791,3,2,1
2792,4,1,1
2794,4,1,2
2795,4,1,2
2796,5,2,2
2797,5,1,2
2798,5,1,2
2799,5,1,2
2802,5,1,2
2803,4,1,2
2805,5,2,2
2806,5,1,2
2807,4,1,2
2809,5,2,2
2811,5,2,2
2813,4,2,2
2814,4,2,2
2815,5,1,2
2817,4,1,2
2818,4,2,2
2819,5,2,2
2821,5,2,2
2822,5,1,2
2823,5,1,2
2825,4,2,2
2826,5,2,2
2827,4,2,2
2830,5,1,3
2831,6,1,3
2832,5,1,3
2833,5,2,3
2834,6,1,3
2835,5,1,3
2838,5,1,3
2839,6,2,3
2840,5,1,3
2841,6,1,3
2842,5,1,3
2843,6,1,3
2846,5,2,3
2847,5,2,3
2848,6,2,3
2849,5,1,3
2850,5,1,3
2852,7,2,3
2854,5,1,3
2855,5,1,3
2860,5,2,3
