ID,tobacco_type,response
3832,heated tobacco,.S
3832,hookah,.S
3832,smokeless tobacco,.S
3833,cigar,.S
3833,cigarette,.S
3833,e-cigarette,.S
3833,heated tobacco,.S
3833,hookah,.S
3833,smokeless tobacco,.S
3834,cigar,.S
3834,cigarette,0
3834,e-cigarette,0
3834,heated tobacco,.S
3834,hookah,.S
3834,smokeless tobacco,.S
3836,cigar,.S
3836,cigarette,.S
3836,e-cigarette,.S
3836,heated tobacco,.S
3836,hookah,.S
3836,smokeless tobacco,.S
3837,cigar,.S
3837,cigarette,.S
3837,e-cigarette,.S
3837,heated tobacco,.S
3837,hookah,.S
3837,smokeless tobacco,.S
3840,cigar,.S
3840,cigarette,.S
3840,e-cigarette,.S
3840,heated tobacco,.S
3840,hookah,.S
3840,smokeless tobacco,.S
3841,cigar,.S
3841,cigarette,.S
3841,e-cigarette,.S
3841,heated tobacco,0
3841,hookah,.S
3841,smokeless tobacco,.S
3842,cigar,2
3842,cigarette,6
3842,e-cigarette,4
3842,heated tobacco,.S
3842,hookah,.S
3842,smokeless tobacco,1
3846,cigar,.S
3846,cigarette,.S
3846,e-cigarette,.S
3846,heated tobacco,.S
3846,hookah,.S
3846,smokeless tobacco,.S
3849,cigar,.S
3849,cigarette,.S
3849,e-cigarette,.S
3849,heated tobacco,.S
3849,hookah,.S
3849,smokeless tobacco,.S
3850,cigar,.S
3850,cigarette,.S
3850,e-cigarette,.S
3850,heated tobacco,.S
3850,hookah,.S
3850,smokeless tobacco,.S
3851,cigar,.S
3851,cigarette,.S
3851,e-cigarette,.S
3851,heated tobacco,.S
3851,hookah,.S
3851,smokeless tobacco,.S
3853,cigar,.S
3853,cigarette,0
3853,e-cigarette,0
3853,heated tobacco,.S
3853,hookah,.S
3853,smokeless tobacco,.S
3854,cigar,.S
3854,cigarette,.S
3854,e-cigarette,1
3854,heated tobacco,.S
3854,hookah,.S
3854,smokeless tobacco,.S
3855,cigar,.S
3855,cigarette,.S
3855,e-cigarette,.S
3855,heated tobacco,.S
3855,hookah,.S
3855,smokeless tobacco,.S
3857,cigar,.S
3857,cigarette,0
3857,e-cigarette,0
3857,heated tobacco,.S
3857,hookah,.S
3857,smokeless tobacco,.S
3858,cigar,.S
3858,cigarette,.S
3858,e-cigarette,.S
3858,heated tobacco,.S
3858,hookah,.S
3858,smokeless tobacco,.S
3861,cigar,.S
3861,cigarette,.S
3861,e-cigarette,1
3861,heated tobacco,.S
3861,hookah,.S
3861,smokeless tobacco,.S
3862,cigar,0
3862,cigarette,0
3862,e-cigarette,0
3862,heated tobacco,.S
3862,hookah,.S
3862,smokeless tobacco,.S
3863,cigar,.S
3863,cigarette,.S
3863,e-cigarette,.S
3863,heated tobacco,.S
3863,hookah,.S
3863,smokeless tobacco,.S
3865,cigar,.S
3865,cigarette,.S
3865,e-cigarette,.S
3865,heated tobacco,.S
3865,hookah,.S
3865,smokeless tobacco,.S
3866,cigar,.S
3866,cigarette,.S
3866,e-cigarette,.S
3866,heated tobacco,.S
3866,hookah,.S
3866,smokeless tobacco,.S
3869,cigar,.S
3869,cigarette,.S
3869,e-cigarette,.S
3869,heated tobacco,.S
3869,hookah,.S
3869,smokeless tobacco,.S
3870,cigar,.S
3870,cigarette,.S
3870,e-cigarette,0
3870,heated tobacco,.S
3870,hookah,.S
3870,smokeless tobacco,.S
3872,cigar,.S
3872,cigarette,.S
3872,e-cigarette,.S
3872,heated tobacco,.S
3872,hookah,.S
3872,smokeless tobacco,.S
3873,cigar,0
3873,cigarette,0
3873,e-cigarette,0
3873,heated tobacco,0
3873,hookah,.S
3873,smokeless tobacco,.S
3875,cigar,.S
3875,cigarette,.S
3875,e-cigarette,.S
3875,heated tobacco,.S
3875,hookah,.S
3875,smokeless tobacco,.S
3877,cigar,.S
3877,cigarette,.S
3877,e-cigarette,.S
3877,heated tobacco,.S
3877,hookah,.S
3877,smokeless tobacco,0
3879,cigar,.S
3879,cigarette,0
3879,e-cigarette,0
3879,heated tobacco,.S
3879,hookah,.S
3879,smokeless tobacco,.S
3880,cigar,.S
3880,cigarette,.S
3880,e-cigarette,.S
3880,heated tobacco,.S
3880,hookah,.S
3880,smokeless tobacco,.S
3881,cigar,.S
3881,cigarette,0
3881,e-cigarette,0
3881,heated tobacco,.S
3881,hookah,2
3881,smokeless tobacco,.S
3883,cigar,.S
3883,cigarette,.S
3883,e-cigarette,.S
3883,heated tobacco,.S
3883,hookah,.S
3883,smokeless tobacco,.S
3884,cigar,1
3884,cigarette,.S
3884,e-cigarette,.S
3884,heated tobacco,.S
3884,hookah,.S
3884,smokeless tobacco,.S
3885,cigar,.S
3885,cigarette,.S
3885,e-cigarette,1
3885,heated tobacco,.S
3885,hookah,.S
3885,smokeless tobacco,.S
3887,cigar,.S
3887,cigarette,.S
3887,e-cigarette,.S
3887,heated tobacco,.S
3887,hookah,.S
3887,smokeless tobacco,.S
3889,cigar,.S
3889,cigarette,.S
3889,e-cigarette,0
3889,heated tobacco,.S
3889,hookah,.S
3889,smokeless tobacco,.S
3891,cigar,.S
3891,cigarette,.S
3891,e-cigarette,.S
3891,heated tobacco,0
3891,hookah,.S
3891,smokeless tobacco,.S
3892,cigar,.S
3892,cigarette,0
3892,e-cigarette,5
3892,heated tobacco,.S
3892,hookah,.S
3892,smokeless tobacco,2
3893,cigar,.S
3893,cigarette,.S
3893,e-cigarette,0
3893,heated tobacco,.S
3893,hookah,.S
3893,smokeless tobacco,.S
3895,cigar,.S
3895,cigarette,.S
3895,e-cigarette,.S
3895,heated tobacco,.S
3895,hookah,.S
3895,smokeless tobacco,.S
3897,cigar,.S
3897,cigarette,.S
3897,e-cigarette,1
3897,heated tobacco,.S
3897,hookah,.S
3897,smokeless tobacco,.S
3899,cigar,.S
3899,cigarette,.S
3899,e-cigarette,.S
3899,heated tobacco,.S
3899,hookah,.S
3899,smokeless tobacco,.S
3900,cigar,.S
3900,cigarette,.S
3900,e-cigarette,.S
3900,heated tobacco,0
3900,hookah,.S
3900,smokeless tobacco,.S
3903,cigar,.S
3903,cigarette,.S
3903,e-cigarette,.S
3903,heated tobacco,.S
3903,hookah,.S
3903,smokeless tobacco,.S
3904,cigar,.S
3904,cigarette,.S
3904,e-cigarette,.S
3904,heated tobacco,.S
3904,hookah,.S
3904,smokeless tobacco,.S
3907,cigar,.S
3907,cigarette,.S
3907,e-cigarette,.S
3907,heated tobacco,.S
3907,hookah,.S
3907,smokeless tobacco,.S
3908,cigar,.S
3908,cigarette,.S
3908,e-cigarette,.S
3908,heated tobacco,.S
3908,hookah,.S
3908,smokeless tobacco,.S
3911,cigar,.S
3911,cigarette,.S
3911,e-cigarette,.S
3911,heated tobacco,.S
3911,hookah,.S
3911,smokeless tobacco,.S
3912,cigar,.S
3912,cigarette,.S
3912,e-cigarette,.S
3912,heated tobacco,.S
3912,hookah,.S
3912,smokeless tobacco,.S
3915,cigar,.S
3915,cigarette,.S
3915,e-cigarette,.S
3915,heated tobacco,.S
3915,hookah,.S
3915,smokeless tobacco,.S
3916,cigar,.S
3916,cigarette,.S
3916,e-cigarette,.S
3916,heated tobacco,.S
3916,hookah,.S
3916,smokeless tobacco,.S
3919,cigar,.S
3919,cigarette,.S
3919,e-cigarette,.S
3919,heated tobacco,.S
3919,hookah,.S
3919,smokeless tobacco,.S
3920,cigar,.S
3920,cigarette,.S
3920,e-cigarette,.S
3920,heated tobacco,.S
3920,hookah,.S
3920,smokeless tobacco,.S
3923,cigar,.S
3923,cigarette,.S
3923,e-cigarette,.S
3923,heated tobacco,.N
3923,hookah,.S
3923,smokeless tobacco,.S
3924,cigar,.S
3924,cigarette,.S
3924,e-cigarette,.S
3924,heated tobacco,.S
3924,hookah,.S
3924,smokeless tobacco,.S
3927,cigar,.S
3927,cigarette,.S
3927,e-cigarette,.S
3927,heated tobacco,.S
3927,hookah,.S
3927,smokeless tobacco,.S
3928,cigar,.S
3928,cigarette,.S
3928,e-cigarette,.S
3928,heated tobacco,.S
3928,hookah,.S
3928,smokeless tobacco,.S
3931,cigar,.S
3931,cigarette,.S
3931,e-cigarette,.S
3931,heated tobacco,.S
3931,hookah,.S
3931,smokeless tobacco,.S
3932,cigar,.S
3932,cigarette,.S
3932,e-cigarette,.S
3932,heated tobacco,.S
3932,hookah,.S
3932,smokeless tobacco,.S
3933,cigar,.N
3933,cigarette,6
3933,e-cigarette,.N
3933,heated tobacco,.S
3933,hookah,.N
3933,smokeless tobacco,.S
3935,cigar,.S
3935,cigarette,.S
3935,e-cigarette,.S
3935,heated tobacco,.S
3935,hookah,.S
3935,smokeless tobacco,.S
3936,cigar,.S
3936,cigarette,.S
3936,e-cigarette,0
3936,heated tobacco,.S
3936,hookah,0
3936,smokeless tobacco,.S
3937,cigar,.S
3937,cigarette,.S
3937,e-cigarette,.S
3937,heated tobacco,.S
3937,hookah,.S
3937,smokeless tobacco,.S
3938,cigar,.S
3938,cigarette,.S
3938,e-cigarette,.S
3938,heated tobacco,.S
3938,hookah,.S
3938,smokeless tobacco,.S
3939,cigar,.S
3939,cigarette,.S
3939,e-cigarette,.S
3939,heated tobacco,.S
3939,hookah,.S
3939,smokeless tobacco,.S
3941,cigar,.S
3941,cigarette,.S
3941,e-cigarette,.S
3941,heated tobacco,.S
3941,hookah,.S
3941,smokeless tobacco,.S
3943,cigar,2
3943,cigarette,.S
3943,e-cigarette,4
3943,heated tobacco,0
3943,hookah,.S
3943,smokeless tobacco,.S
3944,cigar,.S
3944,cigarette,.S
3944,e-cigarette,.S
3944,heated tobacco,.S
3944,hookah,.S
3944,smokeless tobacco,.S
3945,cigar,.S
3945,cigarette,.S
3945,e-cigarette,.S
3945,heated tobacco,0
3945,hookah,.S
3945,smokeless tobacco,.S
3946,cigar,.S
3946,cigarette,.S
3946,e-cigarette,.S
3946,heated tobacco,.S
3946,hookah,.S
3946,smokeless tobacco,.S
3947,cigar,.S
3947,cigarette,.S
3947,e-cigarette,.S
3947,heated tobacco,.S
3947,hookah,.S
3947,smokeless tobacco,.S
3949,cigar,.S
3949,cigarette,.S
3949,e-cigarette,.S
3949,heated tobacco,0
3949,hookah,1
3949,smokeless tobacco,.S
3951,cigar,.S
3951,cigarette,0
3951,e-cigarette,.S
3951,heated tobacco,.S
3951,hookah,.S
3951,smokeless tobacco,.S
3953,cigar,.S
3953,cigarette,.S
3953,e-cigarette,1
3953,heated tobacco,.S
3953,hookah,.S
3953,smokeless tobacco,.S
3955,cigar,0
3955,cigarette,0
3955,e-cigarette,.S
3955,heated tobacco,.S
3955,hookah,.S
3955,smokeless tobacco,.S
3957,cigar,.S
3957,cigarette,.S
3957,e-cigarette,.S
3957,heated tobacco,.S
3957,hookah,.S
3957,smokeless tobacco,.S
3958,cigar,.S
3958,cigarette,.S
3958,e-cigarette,0
3958,heated tobacco,0
3958,hookah,.S
3958,smokeless tobacco,.S
3959,cigar,0
3959,cigarette,.S
3959,e-cigarette,.S
3959,heated tobacco,.S
3959,hookah,.S
3959,smokeless tobacco,.S
3960,cigar,.S
3960,cigarette,.S
3960,e-cigarette,.S
3960,heated tobacco,.S
3960,hookah,.S
3960,smokeless tobacco,.S
3961,cigar,.S
3961,cigarette,.S
3961,e-cigarette,0
3961,heated tobacco,.S
3961,hookah,.S
3961,smokeless tobacco,.S
3962,cigar,14
3962,cigarette,14
3962,e-cigarette,.S
3962,heated tobacco,14
3962,hookah,17
3962,smokeless tobacco,6
3963,cigar,.S
3963,cigarette,.S
3963,e-cigarette,.S
3963,heated tobacco,.S
3963,hookah,.S
3963,smokeless tobacco,.S
3965,cigar,0
3965,cigarette,.S
3965,e-cigarette,.S
3965,heated tobacco,.S
3965,hookah,.S
3965,smokeless tobacco,.S
3966,cigar,.S
3966,cigarette,.S
3966,e-cigarette,0
3966,heated tobacco,0
3966,hookah,.S
3966,smokeless tobacco,.S
3967,cigar,.S
3967,cigarette,.S
3967,e-cigarette,.S
3967,heated tobacco,.S
3967,hookah,.S
3967,smokeless tobacco,.S
3968,cigar,.S
3968,cigarette,.S
3968,e-cigarette,.S
3968,heated tobacco,.S
3968,hookah,.S
3968,smokeless tobacco,.S
3970,cigar,.S
3970,cigarette,.S
3970,e-cigarette,0
3970,heated tobacco,.S
3970,hookah,.S
3970,smokeless tobacco,.S
3972,cigar,.S
3972,cigarette,.S
3972,e-cigarette,.S
3972,heated tobacco,.S
3972,hookah,.S
3972,smokeless tobacco,.S
3973,cigar,.S
3973,cigarette,0
3973,e-cigarette,0
3973,heated tobacco,.S
3973,hookah,.S
3973,smokeless tobacco,.S
3974,cigar,.S
3974,cigarette,.S
3974,e-cigarette,2
3974,heated tobacco,.S
3974,hookah,.S
3974,smokeless tobacco,.S
3976,cigar,0
3976,cigarette,.S
3976,e-cigarette,0
3976,heated tobacco,.S
3976,hookah,.S
3976,smokeless tobacco,.S
3978,cigar,.S
3978,cigarette,.S
3978,e-cigarette,.S
3978,heated tobacco,.S
3978,hookah,.S
3978,smokeless tobacco,.S
3980,cigar,0
3980,cigarette,0
3980,e-cigarette,4
3980,heated tobacco,.S
3980,hookah,.S
3980,smokeless tobacco,.S
3982,cigar,.S
3982,cigarette,.S
3982,e-cigarette,.S
3982,heated tobacco,.S
3982,hookah,.S
3982,smokeless tobacco,.S
3984,cigar,.S
3984,cigarette,.S
3984,e-cigarette,.S
3984,heated tobacco,.S
3984,hookah,.S
3984,smokeless tobacco,.S
3986,cigar,.S
3986,cigarette,.S
3986,e-cigarette,.S
3986,heated tobacco,.S
3986,hookah,.S
3986,smokeless tobacco,.S
3989,cigar,.S
3989,cigarette,.S
3989,e-cigarette,.S
3989,heated tobacco,.S
3989,hookah,.S
3989,smokeless tobacco,.S
3992,cigar,.S
3992,cigarette,.S
3992,e-cigarette,.S
3992,heated tobacco,.S
3992,hookah,.S
3992,smokeless tobacco,.S
3994,cigar,.S
3994,cigarette,.S
3994,e-cigarette,.S
3994,heated tobacco,.S
3994,hookah,.S
3994,smokeless tobacco,.S
3995,cigar,.S
3995,cigarette,.S
3995,e-cigarette,2
3995,heated tobacco,.S
3995,hookah,.S
3995,smokeless tobacco,.S
3996,cigar,.S
3996,cigarette,.S
3996,e-cigarette,.S
3996,heated tobacco,.S
3996,hookah,.S
3996,smokeless tobacco,.S
3998,cigar,.S
3998,cigarette,.S
3998,e-cigarette,.S
3998,heated tobacco,.S
3998,hookah,.S
3998,smokeless tobacco,.S
4000,cigar,.S
4000,cigarette,.S
4000,e-cigarette,1
4000,heated tobacco,.S
4000,hookah,.S
4000,smokeless tobacco,.S
4002,cigar,.S
4002,cigarette,.S
4002,e-cigarette,1
4002,heated tobacco,.S
4002,hookah,.S
4002,smokeless tobacco,23
4003,cigar,.S
4003,cigarette,0
4003,e-cigarette,0
4003,heated tobacco,.S
4003,hookah,.S
4003,smokeless tobacco,.S
4004,cigar,.S
4004,cigarette,.S
4004,e-cigarette,.S
4004,heated tobacco,.S
4004,hookah,.S
4004,smokeless tobacco,.S
4006,cigar,.S
4006,cigarette,.S
4006,e-cigarette,1
4006,heated tobacco,.S
4006,hookah,.S
4006,smokeless tobacco,.S
4008,cigar,.S
4008,cigarette,.S
4008,e-cigarette,.S
4008,heated tobacco,.S
4008,hookah,.S
4008,smokeless tobacco,.S
4009,cigar,.S
4009,cigarette,.S
4009,e-cigarette,.S
4009,heated tobacco,.S
4009,hookah,.S
4009,smokeless tobacco,.S
4010,cigar,.S
4010,cigarette,0
4010,e-cigarette,0
4010,heated tobacco,0
4010,hookah,.S
4010,smokeless tobacco,0
4011,cigar,.S
4011,cigarette,.S
4011,e-cigarette,2
4011,heated tobacco,.S
4011,hookah,.S
4011,smokeless tobacco,.S
4012,cigar,0
4012,cigarette,0
4012,e-cigarette,3
4012,heated tobacco,.S
4012,hookah,.S
4012,smokeless tobacco,1
4015,cigar,.S
4015,cigarette,.S
4015,e-cigarette,.S
4015,heated tobacco,.S
4015,hookah,.S
4015,smokeless tobacco,.S
4017,cigar,.S
4017,cigarette,.S
4017,e-cigarette,1
4017,heated tobacco,.S
4017,hookah,.S
4017,smokeless tobacco,.S
4019,cigar,.S
4019,cigarette,0
4019,e-cigarette,2
4019,heated tobacco,0
4019,hookah,.S
4019,smokeless tobacco,.S
4021,cigar,0
4021,cigarette,.S
4021,e-cigarette,4
4021,heated tobacco,.S
4021,hookah,.S
4021,smokeless tobacco,2
4023,cigar,.S
4023,cigarette,.S
4023,e-cigarette,.S
4023,heated tobacco,.S
4023,hookah,.S
4023,smokeless tobacco,.S
4025,cigar,.S
4025,cigarette,.S
4025,e-cigarette,.S
4025,heated tobacco,.S
4025,hookah,.S
4025,smokeless tobacco,.S
4027,cigar,.S
4027,cigarette,.S
4027,e-cigarette,0
4027,heated tobacco,.S
4027,hookah,.S
4027,smokeless tobacco,.S
4029,cigar,0
4029,cigarette,0
4029,e-cigarette,0
4029,heated tobacco,.S
4029,hookah,.S
4029,smokeless tobacco,0
4031,cigar,.S
4031,cigarette,.S
4031,e-cigarette,.S
4031,heated tobacco,.S
4031,hookah,.S
4031,smokeless tobacco,.S
4033,cigar,.S
4033,cigarette,.S
4033,e-cigarette,.S
4033,heated tobacco,.S
4033,hookah,.S
4033,smokeless tobacco,.S
4035,cigar,.S
4035,cigarette,.S
4035,e-cigarette,3
4035,heated tobacco,.S
4035,hookah,.S
4035,smokeless tobacco,.S
4037,cigar,.S
4037,cigarette,.S
4037,e-cigarette,0
4037,heated tobacco,.S
4037,hookah,.S
4037,smokeless tobacco,.S
4039,cigar,.S
4039,cigarette,.S
4039,e-cigarette,.S
4039,heated tobacco,.S
4039,hookah,.S
4039,smokeless tobacco,.S
4041,cigar,.S
4041,cigarette,.S
4041,e-cigarette,0
4041,heated tobacco,.S
4041,hookah,.S
4041,smokeless tobacco,.S
4043,cigar,.S
4043,cigarette,.S
4043,e-cigarette,0
4043,heated tobacco,.S
4043,hookah,.S
4043,smokeless tobacco,.S
4045,cigar,10
4045,cigarette,0
4045,e-cigarette,25
4045,heated tobacco,.S
4045,hookah,.S
4045,smokeless tobacco,.S
4047,cigar,.S
4047,cigarette,.S
4047,e-cigarette,3
4047,heated tobacco,.S
4047,hookah,.S
4047,smokeless tobacco,.S
4049,cigar,.S
4049,cigarette,.S
4049,e-cigarette,30
4049,heated tobacco,.S
4049,hookah,.S
4049,smokeless tobacco,0
4051,cigar,0
4051,cigarette,.S
4051,e-cigarette,25
4051,heated tobacco,.S
4051,hookah,.S
4051,smokeless tobacco,.S
4053,cigar,5
4053,cigarette,0
4053,e-cigarette,30
4053,heated tobacco,.S
4053,hookah,.S
4053,smokeless tobacco,15
4055,cigar,.S
4055,cigarette,.S
4055,e-cigarette,.S
4055,heated tobacco,.S
4055,hookah,.S
4055,smokeless tobacco,.S
4057,cigar,8
4057,cigarette,1
4057,e-cigarette,20
4057,heated tobacco,.S
4057,hookah,.S
4057,smokeless tobacco,2
4059,cigar,0
4059,cigarette,.S
4059,e-cigarette,.S
4059,heated tobacco,.S
4059,hookah,.S
4059,smokeless tobacco,.S
4061,cigar,.S
4061,cigarette,.S
4061,e-cigarette,0
4061,heated tobacco,.S
4061,hookah,.S
4061,smokeless tobacco,.S
4063,cigar,.S
4063,cigarette,.S
4063,e-cigarette,1
4063,heated tobacco,.S
4063,hookah,.S
4063,smokeless tobacco,.S
4065,cigar,.S
4065,cigarette,3
4065,e-cigarette,.S
4065,heated tobacco,.S
4065,hookah,.S
4065,smokeless tobacco,.S
4067,cigar,7
4067,cigarette,.S
4067,e-cigarette,2
4067,heated tobacco,.S
4067,hookah,.S
4067,smokeless tobacco,.S
4069,cigar,.S
4069,cigarette,.S
4069,e-cigarette,.S
4069,heated tobacco,.S
4069,hookah,.S
4069,smokeless tobacco,.S
4071,cigar,.S
4071,cigarette,0
4071,e-cigarette,.S
4071,heated tobacco,.S
4071,hookah,.S
4071,smokeless tobacco,.S
4073,cigar,.S
4073,cigarette,.S
4073,e-cigarette,.S
4073,heated tobacco,.S
4073,hookah,.S
4073,smokeless tobacco,.S
4075,cigar,.S
4075,cigarette,.S
4075,e-cigarette,2
4075,heated tobacco,.S
4075,hookah,.S
4075,smokeless tobacco,.S
4076,cigar,.S
4076,cigarette,0
4076,e-cigarette,0
4076,heated tobacco,.S
4076,hookah,.S
4076,smokeless tobacco,.S
4077,cigar,0
4077,cigarette,0
4077,e-cigarette,1
4077,heated tobacco,.S
4077,hookah,.S
4077,smokeless tobacco,0
4079,cigar,.S
4079,cigarette,.S
4079,e-cigarette,0
4079,heated tobacco,.S
4079,hookah,.S
4079,smokeless tobacco,.S
4080,cigar,.S
4080,cigarette,.S
4080,e-cigarette,1
4080,heated tobacco,0
4080,hookah,.S
4080,smokeless tobacco,.S
4081,cigar,.S
4081,cigarette,.S
4081,e-cigarette,2
4081,heated tobacco,.S
4081,hookah,.S
4081,smokeless tobacco,.S
4083,cigar,0
4083,cigarette,.S
4083,e-cigarette,0
4083,heated tobacco,.S
4083,hookah,.S
4083,smokeless tobacco,0
4084,cigar,.S
4084,cigarette,0
4084,e-cigarette,0
4084,heated tobacco,.S
4084,hookah,.S
4084,smokeless tobacco,.S
4085,cigar,3
4085,cigarette,0
4085,e-cigarette,5
4085,heated tobacco,.S
4085,hookah,.S
4085,smokeless tobacco,.S
4087,cigar,0
4087,cigarette,0
4087,e-cigarette,30
4087,heated tobacco,.S
4087,hookah,0
4087,smokeless tobacco,0
4089,cigar,.S
4089,cigarette,.S
4089,e-cigarette,10
4089,heated tobacco,0
4089,hookah,.S
4089,smokeless tobacco,.S
4091,cigar,.S
4091,cigarette,0
4091,e-cigarette,0
4091,heated tobacco,.S
4091,hookah,.S
4091,smokeless tobacco,.S
4092,cigar,.S
4092,cigarette,.S
4092,e-cigarette,30
4092,heated tobacco,.S
4092,hookah,.S
4092,smokeless tobacco,.S
4093,cigar,3
4093,cigarette,.S
4093,e-cigarette,.S
4093,heated tobacco,.S
4093,hookah,.S
4093,smokeless tobacco,.S
4095,cigar,.S
4095,cigarette,0
4095,e-cigarette,10
4095,heated tobacco,.S
4095,hookah,.S
4095,smokeless tobacco,0
4097,cigar,2
4097,cigarette,2
4097,e-cigarette,.S
4097,heated tobacco,.S
4097,hookah,.S
4097,smokeless tobacco,1
4099,cigar,.S
4099,cigarette,.S
4099,e-cigarette,.S
4099,heated tobacco,.S
4099,hookah,.S
4099,smokeless tobacco,.S
4100,cigar,.S
4100,cigarette,.S
4100,e-cigarette,.S
4100,heated tobacco,.S
4100,hookah,.S
4100,smokeless tobacco,.S
4101,cigar,30
4101,cigarette,.S
4101,e-cigarette,.S
4101,heated tobacco,.S
4101,hookah,1
4101,smokeless tobacco,.S
4105,cigar,.S
4105,cigarette,.S
4105,e-cigarette,.S
4105,heated tobacco,.S
4105,hookah,.S
4105,smokeless tobacco,.S
4108,cigar,1
4108,cigarette,1
4108,e-cigarette,2
4108,heated tobacco,0
4108,hookah,.S
4108,smokeless tobacco,.S
4109,cigar,.S
4109,cigarette,.S
4109,e-cigarette,.S
4109,heated tobacco,.S
4109,hookah,.S
4109,smokeless tobacco,.S
4112,cigar,.S
4112,cigarette,.S
4112,e-cigarette,.S
4112,heated tobacco,.S
4112,hookah,.S
4112,smokeless tobacco,.S
4113,cigar,.S
4113,cigarette,.S
4113,e-cigarette,.S
4113,heated tobacco,.S
4113,hookah,.S
4113,smokeless tobacco,.S
4115,cigar,.S
4115,cigarette,.S
4115,e-cigarette,.S
4115,heated tobacco,.S
4115,hookah,.S
4115,smokeless tobacco,.S
4117,cigar,5
4117,cigarette,.S
4117,e-cigarette,.S
4117,heated tobacco,.N
4117,hookah,.S
4117,smokeless tobacco,.S
4120,cigar,.S
4120,cigarette,.S
4120,e-cigarette,.S
4120,heated tobacco,.S
4120,hookah,.S
4120,smokeless tobacco,.S
4121,cigar,.S
4121,cigarette,.S
4121,e-cigarette,.S
4121,heated tobacco,.S
4121,hookah,.S
4121,smokeless tobacco,.S
4122,cigar,.S
4122,cigarette,.S
4122,e-cigarette,.S
4122,heated tobacco,.S
4122,hookah,.S
4122,smokeless tobacco,.S
4125,cigar,.S
4125,cigarette,.S
4125,e-cigarette,.S
4125,heated tobacco,.S
4125,hookah,.S
4125,smokeless tobacco,.S
4126,cigar,.S
4126,cigarette,.S
4126,e-cigarette,.S
4126,heated tobacco,.S
4126,hookah,.S
4126,smokeless tobacco,.S
4128,cigar,2
4128,cigarette,.S
4128,e-cigarette,3
4128,heated tobacco,.S
4128,hookah,.S
4128,smokeless tobacco,.S
4129,cigar,.S
4129,cigarette,.S
4129,e-cigarette,.S
4129,heated tobacco,.S
4129,hookah,.S
4129,smokeless tobacco,.S
4130,cigar,.S
4130,cigarette,.S
4130,e-cigarette,.S
4130,heated tobacco,.S
4130,hookah,.S
4130,smokeless tobacco,.S
4133,cigar,.S
4133,cigarette,.S
4133,e-cigarette,3
4133,heated tobacco,.S
4133,hookah,.S
4133,smokeless tobacco,.S
4134,cigar,6
4134,cigarette,1
4134,e-cigarette,20
4134,heated tobacco,.S
4134,hookah,.S
4134,smokeless tobacco,1
4136,cigar,.S
4136,cigarette,.S
4136,e-cigarette,0
4136,heated tobacco,.S
4136,hookah,.S
4136,smokeless tobacco,.S
4137,cigar,.S
4137,cigarette,.S
4137,e-cigarette,.S
4137,heated tobacco,.S
4137,hookah,.S
4137,smokeless tobacco,.S
4138,cigar,.S
4138,cigarette,.S
4138,e-cigarette,.S
4138,heated tobacco,.S
4138,hookah,.S
4138,smokeless tobacco,.S
4140,cigar,.S
4140,cigarette,0
4140,e-cigarette,20
4140,heated tobacco,.S
4140,hookah,0
4140,smokeless tobacco,.S
4141,cigar,.S
4141,cigarette,.S
4141,e-cigarette,18
4141,heated tobacco,0
4141,hookah,.S
4141,smokeless tobacco,.S
4142,cigar,.S
4142,cigarette,.S
4142,e-cigarette,.S
4142,heated tobacco,.S
4142,hookah,.S
4142,smokeless tobacco,.S
4144,cigar,0
4144,cigarette,0
4144,e-cigarette,3
4144,heated tobacco,0
4144,hookah,0
4144,smokeless tobacco,.S
4145,cigar,.S
4145,cigarette,0
4145,e-cigarette,0
4145,heated tobacco,.S
4145,hookah,.S
4145,smokeless tobacco,.S
4146,cigar,.S
4146,cigarette,.S
4146,e-cigarette,.S
4146,heated tobacco,.S
4146,hookah,.S
4146,smokeless tobacco,.S
4148,cigar,.S
4148,cigarette,.S
4148,e-cigarette,.S
4148,heated tobacco,.S
4148,hookah,.S
4148,smokeless tobacco,.S
4149,cigar,.S
4149,cigarette,.S
4149,e-cigarette,2
4149,heated tobacco,.S
4149,hookah,.S
4149,smokeless tobacco,.S
4151,cigar,.S
4151,cigarette,.S
4151,e-cigarette,.S
4151,heated tobacco,.S
4151,hookah,.S
4151,smokeless tobacco,.S
4152,cigar,.S
4152,cigarette,.S
4152,e-cigarette,0
4152,heated tobacco,.S
4152,hookah,.S
4152,smokeless tobacco,.S
4153,cigar,.S
4153,cigarette,.S
4153,e-cigarette,.S
4153,heated tobacco,.S
4153,hookah,.S
4153,smokeless tobacco,.S
4154,cigar,.S
4154,cigarette,.S
4154,e-cigarette,.S
4154,heated tobacco,.S
4154,hookah,.S
4154,smokeless tobacco,.S
4156,cigar,.S
4156,cigarette,.S
4156,e-cigarette,.S
4156,heated tobacco,.S
4156,hookah,.S
4156,smokeless tobacco,.S
4157,cigar,.S
4157,cigarette,.S
4157,e-cigarette,.S
4157,heated tobacco,.S
4157,hookah,.S
4157,smokeless tobacco,.S
4160,cigar,.S
4160,cigarette,.S
4160,e-cigarette,12
4160,heated tobacco,.S
4160,hookah,1
4160,smokeless tobacco,.S
4161,cigar,3
4161,cigarette,0
4161,e-cigarette,30
4161,heated tobacco,.S
4161,hookah,0
4161,smokeless tobacco,.S
4162,cigar,.S
4162,cigarette,.S
4162,e-cigarette,.S
