ID,tobacco_type,response
8420,cigar,2
8420,cigarette,2
8420,e-cigarette,2
8420,heated tobacco,2
8420,hookah,2
8420,smokeless tobacco,2
8421,cigar,2
8421,cigarette,2
8421,e-cigarette,2
8421,heated tobacco,2
8421,hookah,2
8421,smokeless tobacco,2
8422,cigar,2
8422,cigarette,2
8422,e-cigarette,2
8422,heated tobacco,2
8422,hookah,2
8422,smokeless tobacco,2
8423,cigar,2
8423,cigarette,2
8423,e-cigarette,2
8423,heated tobacco,3
8423,hookah,2
8423,smokeless tobacco,2
8425,cigar,2
8425,cigarette,2
8425,e-cigarette,2
8425,heated tobacco,2
8425,hookah,2
8425,smokeless tobacco,2
8427,cigar,2
8427,cigarette,2
8427,e-cigarette,1
8427,heated tobacco,2
8427,hookah,2
8427,smokeless tobacco,2
8428,cigar,2
8428,cigarette,2
8428,e-cigarette,2
8428,heated tobacco,2
8428,hookah,2
8428,smokeless tobacco,2
8429,cigar,2
8429,cigarette,2
8429,e-cigarette,2
8429,heated tobacco,2
8429,hookah,2
8429,smokeless tobacco,2
8430,cigar,2
8430,cigarette,2
8430,e-cigarette,1
8430,heated tobacco,2
8430,hookah,2
8430,smokeless tobacco,2
8431,cigar,2
8431,cigarette,2
8431,e-cigarette,2
8431,heated tobacco,2
8431,hookah,2
8431,smokeless tobacco,2
8434,cigar,2
8434,cigarette,2
8434,e-cigarette,2
8434,heated tobacco,2
8434,hookah,2
8434,smokeless tobacco,2
8435,cigar,2
8435,cigarette,2
8435,e-cigarette,2
8435,heated tobacco,2
8435,hookah,2
8435,smokeless tobacco,2
8436,cigar,2
8436,cigarette,2
8436,e-cigarette,2
8436,heated tobacco,2
8436,hookah,2
8436,smokeless tobacco,2
8437,cigar,2
8437,cigarette,2
8437,e-cigarette,2
8437,heated tobacco,2
8437,hookah,2
8437,smokeless tobacco,2
8438,cigar,2
8438,cigarette,1
8438,e-cigarette,1
8438,heated tobacco,1
8438,hookah,2
8438,smokeless tobacco,2
8439,cigar,2
8439,cigarette,2
8439,e-cigarette,2
8439,heated tobacco,2
8439,hookah,2
8439,smokeless tobacco,2
8441,cigar,2
8441,cigarette,2
8441,e-cigarette,2
8441,heated tobacco,2
8441,hookah,2
8441,smokeless tobacco,2
8442,cigar,2
8442,cigarette,2
8442,e-cigarette,2
8442,heated tobacco,2
8442,hookah,2
8442,smokeless tobacco,2
8445,cigar,2
8445,cigarette,2
8445,e-cigarette,2
8445,heated tobacco,2
8445,hookah,2
8445,smokeless tobacco,2
8446,cigar,2
8446,cigarette,2
8446,e-cigarette,2
8446,heated tobacco,2
8446,hookah,2
8446,smokeless tobacco,2
8447,cigar,2
8447,cigarette,2
8447,e-cigarette,2
8447,heated tobacco,2
8447,hookah,2
8447,smokeless tobacco,2
8449,cigar,2
8449,cigarette,2
8449,e-cigarette,2
8449,heated tobacco,2
8449,hookah,2
8449,smokeless tobacco,2
8450,cigar,2
8450,cigarette,2
8450,e-cigarette,1
8450,heated tobacco,2
8450,hookah,2
8450,smokeless tobacco,2
8453,cigar,2
8453,cigarette,2
8453,e-cigarette,2
8453,heated tobacco,2
8453,hookah,2
8453,smokeless tobacco,2
8454,cigar,2
8454,cigarette,2
8454,e-cigarette,2
8454,heated tobacco,2
8454,hookah,2
8454,smokeless tobacco,2
8455,cigar,2
8455,cigarette,2
8455,e-cigarette,2
8455,heated tobacco,2
8455,hookah,2
8455,smokeless tobacco,2
8457,cigar,2
8457,cigarette,2
8457,e-cigarette,2
8457,heated tobacco,2
8457,hookah,2
8457,smokeless tobacco,2
8458,cigar,2
8458,cigarette,2
8458,e-cigarette,2
8458,heated tobacco,3
8458,hookah,2
8458,smokeless tobacco,2
8459,cigar,2
8459,cigarette,2
8459,e-cigarette,2
8459,heated tobacco,2
8459,hookah,2
8459,smokeless tobacco,2
8461,cigar,2
8461,cigarette,2
8461,e-cigarette,2
8461,heated tobacco,2
8461,hookah,2
8461,smokeless tobacco,2
8462,cigar,2
8462,cigarette,2
8462,e-cigarette,2
8462,heated tobacco,2
8462,hookah,2
8462,smokeless tobacco,2
8463,cigar,2
8463,cigarette,2
8463,e-cigarette,2
8463,heated tobacco,2
8463,hookah,2
8463,smokeless tobacco,2
8465,cigar,2
8465,cigarette,2
8465,e-cigarette,2
8465,heated tobacco,2
8465,hookah,2
8465,smokeless tobacco,2
8466,cigar,2
8466,cigarette,2
8466,e-cigarette,2
8466,heated tobacco,2
8466,hookah,2
8466,smokeless tobacco,2
8469,cigar,2
8469,cigarette,2
8469,e-cigarette,2
8469,heated tobacco,2
8469,hookah,2
8469,smokeless tobacco,1
8470,cigar,2
8470,cigarette,2
8470,e-cigarette,2
8470,heated tobacco,2
8470,hookah,2
8470,smokeless tobacco,2
8471,cigar,2
8471,cigarette,2
8471,e-cigarette,2
8471,heated tobacco,2
8471,hookah,2
8471,smokeless tobacco,2
8474,cigar,2
8474,cigarette,2
8474,e-cigarette,2
8474,heated tobacco,2
8474,hookah,2
8474,smokeless tobacco,2
8476,cigar,2
8476,cigarette,2
8476,e-cigarette,2
8476,heated tobacco,2
8476,hookah,2
8476,smokeless tobacco,2
8478,cigar,1
8478,cigarette,1
8478,e-cigarette,1
8478,heated tobacco,2
8478,hookah,1
8478,smokeless tobacco,1
8480,cigar,2
8480,cigarette,2
8480,e-cigarette,2
8480,heated tobacco,2
8480,hookah,2
8480,smokeless tobacco,2
8482,cigar,2
8482,cigarette,2
8482,e-cigarette,2
8482,heated tobacco,2
8482,hookah,2
8482,smokeless tobacco,2
8484,cigar,1
8484,cigarette,2
8484,e-cigarette,1
8484,heated tobacco,2
8484,hookah,2
8484,smokeless tobacco,2
8486,cigar,2
8486,cigarette,2
8486,e-cigarette,2
8486,heated tobacco,2
8486,hookah,2
8486,smokeless tobacco,2
8488,cigar,2
8488,cigarette,2
8488,e-cigarette,2
8488,heated tobacco,2
8488,hookah,2
8488,smokeless tobacco,2
8490,cigar,2
8490,cigarette,2
8490,e-cigarette,2
8490,heated tobacco,2
8490,hookah,2
8490,smokeless tobacco,2
8492,cigar,1
8492,cigarette,2
8492,e-cigarette,2
8492,heated tobacco,2
8492,hookah,2
8492,smokeless tobacco,2
8494,cigar,2
8494,cigarette,2
8494,e-cigarette,2
8494,heated tobacco,2
8494,hookah,2
8494,smokeless tobacco,2
8496,cigar,2
8496,cigarette,2
8496,e-cigarette,2
8496,heated tobacco,2
8496,hookah,2
8496,smokeless tobacco,2
8498,cigar,2
8498,cigarette,2
8498,e-cigarette,1
8498,heated tobacco,2
8498,hookah,2
8498,smokeless tobacco,2
8502,cigar,2
8502,cigarette,1
8502,e-cigarette,1
8502,heated tobacco,2
8502,hookah,2
8502,smokeless tobacco,2
8503,cigar,1
8503,cigarette,1
8503,e-cigarette,1
8503,heated tobacco,2
8503,hookah,2
8503,smokeless tobacco,1
8504,cigar,2
8504,cigarette,2
8504,e-cigarette,2
8504,heated tobacco,2
8504,hookah,2
8504,smokeless tobacco,2
8505,cigar,1
8505,cigarette,2
8505,e-cigarette,1
8505,heated tobacco,3
8505,hookah,2
8505,smokeless tobacco,1
8506,cigar,1
8506,cigarette,1
8506,e-cigarette,1
8506,heated tobacco,2
8506,hookah,1
8506,smokeless tobacco,2
8507,cigar,2
8507,cigarette,2
8507,e-cigarette,2
8507,heated tobacco,2
8507,hookah,2
8507,smokeless tobacco,2
8510,cigar,2
8510,cigarette,2
8510,e-cigarette,1
8510,heated tobacco,3
8510,hookah,2
8510,smokeless tobacco,2
8511,cigar,2
8511,cigarette,2
8511,e-cigarette,2
8511,heated tobacco,2
8511,hookah,2
8511,smokeless tobacco,2
8512,cigar,2
8512,cigarette,2
8512,e-cigarette,2
8512,heated tobacco,2
8512,hookah,2
8512,smokeless tobacco,2
8513,cigar,2
8513,cigarette,2
8513,e-cigarette,2
8513,heated tobacco,2
8513,hookah,2
8513,smokeless tobacco,2
8514,cigar,1
8514,cigarette,1
8514,e-cigarette,1
8514,heated tobacco,3
8514,hookah,1
8514,smokeless tobacco,1
8515,cigar,2
8515,cigarette,2
8515,e-cigarette,2
8515,heated tobacco,2
8515,hookah,2
8515,smokeless tobacco,2
8518,cigar,2
8518,cigarette,2
8518,e-cigarette,1
8518,heated tobacco,2
8518,hookah,2
8518,smokeless tobacco,2
8520,cigar,2
8520,cigarette,2
8520,e-cigarette,2
8520,heated tobacco,2
8520,hookah,2
8520,smokeless tobacco,2
8521,cigar,2
8521,cigarette,2
8521,e-cigarette,2
8521,heated tobacco,2
8521,hookah,2
8521,smokeless tobacco,2
8522,cigar,2
8522,cigarette,2
8522,e-cigarette,1
8522,heated tobacco,2
8522,hookah,2
8522,smokeless tobacco,2
8523,cigar,2
8523,cigarette,2
8523,e-cigarette,2
8523,heated tobacco,2
8523,hookah,2
8523,smokeless tobacco,2
8524,cigar,2
8524,cigarette,2
8524,e-cigarette,2
8524,heated tobacco,2
8524,hookah,2
8524,smokeless tobacco,2
8526,cigar,2
8526,cigarette,2
8526,e-cigarette,2
8526,heated tobacco,2
8526,hookah,2
8526,smokeless tobacco,2
8528,cigar,2
8528,cigarette,2
8528,e-cigarette,2
8528,heated tobacco,2
8528,hookah,2
8528,smokeless tobacco,2
8529,cigar,2
8529,cigarette,2
8529,e-cigarette,1
8529,heated tobacco,2
8529,hookah,2
8529,smokeless tobacco,2
8530,cigar,2
8530,cigarette,1
8530,e-cigarette,1
8530,heated tobacco,2
8530,hookah,1
8530,smokeless tobacco,2
8531,cigar,2
8531,cigarette,1
8531,e-cigarette,1
8531,heated tobacco,2
8531,hookah,2
8531,smokeless tobacco,2
8532,cigar,1
8532,cigarette,1
8532,e-cigarette,1
8532,heated tobacco,2
8532,hookah,1
8532,smokeless tobacco,1
8534,cigar,2
8534,cigarette,2
8534,e-cigarette,2
8534,heated tobacco,2
8534,hookah,2
8534,smokeless tobacco,2
8535,cigar,2
8535,cigarette,2
8535,e-cigarette,2
8535,heated tobacco,2
8535,hookah,2
8535,smokeless tobacco,2
8536,cigar,2
8536,cigarette,2
8536,e-cigarette,1
8536,heated tobacco,2
8536,hookah,2
8536,smokeless tobacco,2
8537,cigar,2
8537,cigarette,2
8537,e-cigarette,2
8537,heated tobacco,2
8537,hookah,2
8537,smokeless tobacco,2
8538,cigar,2
8538,cigarette,2
8538,e-cigarette,2
8538,heated tobacco,2
8538,hookah,2
8538,smokeless tobacco,2
8539,cigar,2
8539,cigarette,2
8539,e-cigarette,2
8539,heated tobacco,2
8539,hookah,2
8539,smokeless tobacco,2
8541,cigar,2
8541,cigarette,2
8541,e-cigarette,1
8541,heated tobacco,3
8541,hookah,2
8541,smokeless tobacco,2
8543,cigar,2
8543,cigarette,2
8543,e-cigarette,2
8543,heated tobacco,2
8543,hookah,1
8543,smokeless tobacco,2
8544,cigar,2
8544,cigarette,2
8544,e-cigarette,2
8544,heated tobacco,2
8544,hookah,2
8544,smokeless tobacco,2
8545,cigar,2
8545,cigarette,2
8545,e-cigarette,1
8545,heated tobacco,3
8545,hookah,2
8545,smokeless tobacco,2
8546,cigar,1
8546,cigarette,1
8546,e-cigarette,1
8546,heated tobacco,2
8546,hookah,2
8546,smokeless tobacco,2
8547,cigar,2
8547,cigarette,2
8547,e-cigarette,1
8547,heated tobacco,2
8547,hookah,2
8547,smokeless tobacco,2
8549,cigar,2
8549,cigarette,2
8549,e-cigarette,2
8549,heated tobacco,2
8549,hookah,2
8549,smokeless tobacco,2
8551,cigar,2
8551,cigarette,2
8551,e-cigarette,2
8551,heated tobacco,2
8551,hookah,2
8551,smokeless tobacco,2
8552,cigar,2
8552,cigarette,2
8552,e-cigarette,1
8552,heated tobacco,2
8552,hookah,2
8552,smokeless tobacco,2
8553,cigar,2
8553,cigarette,2
8553,e-cigarette,2
8553,heated tobacco,2
8553,hookah,2
8553,smokeless tobacco,2
8554,cigar,2
8554,cigarette,2
8554,e-cigarette,2
8554,heated tobacco,2
8554,hookah,2
8554,smokeless tobacco,2
8555,cigar,2
8555,cigarette,2
8555,e-cigarette,1
8555,heated tobacco,2
8555,hookah,2
8555,smokeless tobacco,2
8556,cigar,2
8556,cigarette,2
8556,e-cigarette,1
8556,heated tobacco,2
8556,hookah,1
8556,smokeless tobacco,2
8557,cigar,2
8557,cigarette,2
8557,e-cigarette,1
8557,heated tobacco,1
8557,hookah,2
8557,smokeless tobacco,2
8560,cigar,2
8560,cigarette,2
8560,e-cigarette,2
8560,heated tobacco,2
8560,hookah,2
8560,smokeless tobacco,2
8561,cigar,2
8561,cigarette,2
8561,e-cigarette,1
8561,heated tobacco,2
8561,hookah,2
8561,smokeless tobacco,2
8562,cigar,2
8562,cigarette,2
8562,e-cigarette,2
8562,heated tobacco,2
8562,hookah,2
8562,smokeless tobacco,2
8563,cigar,2
8563,cigarette,2
8563,e-cigarette,2
8563,heated tobacco,2
8563,hookah,2
8563,smokeless tobacco,2
8564,cigar,2
8564,cigarette,2
8564,e-cigarette,1
8564,heated tobacco,3
8564,hookah,2
8564,smokeless tobacco,2
8565,cigar,2
8565,cigarette,2
8565,e-cigarette,2
8565,heated tobacco,2
8565,hookah,2
8565,smokeless tobacco,2
8568,cigar,2
8568,cigarette,2
8568,e-cigarette,2
8568,heated tobacco,2
8568,hookah,2
8568,smokeless tobacco,2
8569,cigar,2
8569,cigarette,2
8569,e-cigarette,2
8569,heated tobacco,2
8569,hookah,2
8569,smokeless tobacco,2
8570,cigar,2
8570,cigarette,2
8570,e-cigarette,2
8570,heated tobacco,2
8570,hookah,2
8570,smokeless tobacco,2
8571,cigar,2
8571,cigarette,2
8571,e-cigarette,1
8571,heated tobacco,2
8571,hookah,2
8571,smokeless tobacco,2
8572,cigar,2
8572,cigarette,2
8572,e-cigarette,2
8572,heated tobacco,2
8572,hookah,2
8572,smokeless tobacco,2
8573,cigar,2
8573,cigarette,1
8573,e-cigarette,1
8573,heated tobacco,3
8573,hookah,2
8573,smokeless tobacco,2
8574,cigar,2
8574,cigarette,2
8574,e-cigarette,2
8574,heated tobacco,2
8574,hookah,2
8574,smokeless tobacco,2
8577,cigar,2
8577,cigarette,2
8577,e-cigarette,2
8577,heated tobacco,2
8577,hookah,2
8577,smokeless tobacco,2
8580,cigar,2
8580,cigarette,1
8580,e-cigarette,1
8580,heated tobacco,2
8580,hookah,2
8580,smokeless tobacco,2
8581,cigar,2
8581,cigarette,2
8581,e-cigarette,1
8581,heated tobacco,2
8581,hookah,2
8581,smokeless tobacco,2
8582,cigar,1
8582,cigarette,1
8582,e-cigarette,1
8582,heated tobacco,2
8582,hookah,1
8582,smokeless tobacco,2
8583,cigar,2
8583,cigarette,1
8583,e-cigarette,1
8583,heated tobacco,2
8583,hookah,2
8583,smokeless tobacco,2
8584,cigar,2
8584,cigarette,2
8584,e-cigarette,2
8584,heated tobacco,3
8584,hookah,2
8584,smokeless tobacco,2
8585,cigar,1
8585,cigarette,2
8585,e-cigarette,1
8585,heated tobacco,2
8585,hookah,2
8585,smokeless tobacco,2
8588,cigar,2
8588,cigarette,2
8588,e-cigarette,2
8588,heated tobacco,2
8588,hookah,2
8588,smokeless tobacco,2
8590,cigar,2
8590,cigarette,2
8590,e-cigarette,2
8590,heated tobacco,3
8590,hookah,2
8590,smokeless tobacco,2
8591,cigar,2
8591,cigarette,2
8591,e-cigarette,1
8591,heated tobacco,2
8591,hookah,2
8591,smokeless tobacco,2
8592,cigar,2
8592,cigarette,2
8592,e-cigarette,2
8592,heated tobacco,2
8592,hookah,2
8592,smokeless tobacco,2
8593,cigar,2
8593,cigarette,2
8593,e-cigarette,2
8593,heated tobacco,2
8593,hookah,2
8593,smokeless tobacco,2
8597,cigar,2
8597,cigarette,2
8597,e-cigarette,2
8597,heated tobacco,2
8597,hookah,2
8597,smokeless tobacco,2
8598,cigar,2
8598,cigarette,2
8598,e-cigarette,1
8598,heated tobacco,2
8598,hookah,2
8598,smokeless tobacco,2
8599,cigar,2
8599,cigarette,2
8599,e-cigarette,1
8599,heated tobacco,2
8599,hookah,2
8599,smokeless tobacco,2
8600,cigar,1
8600,cigarette,1
8600,e-cigarette,1
8600,heated tobacco,2
8600,hookah,2
8600,smokeless tobacco,2
8601,cigar,2
8601,cigarette,1
8601,e-cigarette,1
8601,heated tobacco,2
8601,hookah,2
8601,smokeless tobacco,1
8604,cigar,2
8604,cigarette,2
8604,e-cigarette,2
8604,heated tobacco,2
8604,hookah,2
8604,smokeless tobacco,2
8605,cigar,2
8605,cigarette,2
8605,e-cigarette,1
8605,heated tobacco,2
8605,hookah,2
8605,smokeless tobacco,2
8607,cigar,2
8607,cigarette,2
8607,e-cigarette,1
8607,heated tobacco,2
8607,hookah,2
8607,smokeless tobacco,2
8608,cigar,2
8608,cigarette,2
8608,e-cigarette,1
8608,heated tobacco,2
8608,hookah,2
8608,smokeless tobacco,2
8609,cigar,2
8609,cigarette,2
8609,e-cigarette,1
8609,heated tobacco,2
8609,hookah,2
8609,smokeless tobacco,2
8610,cigar,2
8610,cigarette,2
8610,e-cigarette,1
8610,heated tobacco,2
8610,hookah,2
8610,smokeless tobacco,2
8612,cigar,2
8612,cigarette,1
8612,e-cigarette,1
8612,heated tobacco,2
8612,hookah,2
8612,smokeless tobacco,2
8615,cigar,2
8615,cigarette,2
8615,e-cigarette,1
8615,heated tobacco,3
8615,hookah,2
8615,smokeless tobacco,2
8616,cigar,2
8616,cigarette,2
8616,e-cigarette,1
8616,heated tobacco,2
8616,hookah,2
8616,smokeless tobacco,2
8617,cigar,1
8617,cigarette,1
8617,e-cigarette,1
8617,heated tobacco,1
8617,hookah,1
8617,smokeless tobacco,1
8618,cigar,2
8618,cigarette,2
8618,e-cigarette,1
8618,heated tobacco,2
8618,hookah,2
8618,smokeless tobacco,2
8619,cigar,2
8619,cigarette,2
8619,e-cigarette,1
8619,heated tobacco,2
8619,hookah,2
8619,smokeless tobacco,2
8620,cigar,2
8620,cigarette,2
8620,e-cigarette,2
8620,heated tobacco,2
8620,hookah,2
8620,smokeless tobacco,2
8621,cigar,1
8621,cigarette,2
8621,e-cigarette,1
8621,heated tobacco,2
8621,hookah,2
8621,smokeless tobacco,2
8622,cigar,2
8622,cigarette,2
8622,e-cigarette,1
8622,heated tobacco,2
8622,hookah,2
8622,smokeless tobacco,2
8624,cigar,2
8624,cigarette,2
8624,e-cigarette,2
8624,heated tobacco,2
8624,hookah,2
8624,smokeless tobacco,2
8625,cigar,1
8625,cigarette,2
8625,e-cigarette,1
8625,heated tobacco,1
8625,hookah,2
8625,smokeless tobacco,2
8628,cigar,2
8628,cigarette,1
8628,e-cigarette,1
8628,heated tobacco,3
8628,hookah,2
8628,smokeless tobacco,2
8629,cigar,2
8629,cigarette,2
8629,e-cigarette,2
8629,heated tobacco,2
8629,hookah,2
8629,smokeless tobacco,2
8632,cigar,2
8632,cigarette,2
8632,e-cigarette,1
8632,heated tobacco,2
8632,hookah,2
8632,smokeless tobacco,2
8633,cigar,2
8633,cigarette,2
8633,e-cigarette,2
8633,heated tobacco,2
8633,hookah,2
8633,smokeless tobacco,2
8636,cigar,2
8636,cigarette,2
8636,e-cigarette,2
8636,heated tobacco,2
8636,hookah,2
8636,smokeless tobacco,2
8637,cigar,1
8637,cigarette,1
8637,e-cigarette,1
8637,heated tobacco,2
8637,hookah,2
8637,smokeless tobacco,2
8640,cigar,2
8640,cigarette,2
8640,e-cigarette,2
8640,heated tobacco,2
8640,hookah,2
8640,smokeless tobacco,2
8641,cigar,2
8641,cigarette,2
8641,e-cigarette,2
8641,heated tobacco,2
8641,hookah,2
8641,smokeless tobacco,2
8644,cigar,2
8644,cigarette,2
8644,e-cigarette,2
8644,heated tobacco,2
8644,hookah,2
8644,smokeless tobacco,2
8645,cigar,2
8645,cigarette,2
8645,e-cigarette,2
8645,heated tobacco,2
8645,hookah,2
8645,smokeless tobacco,2
8648,cigar,2
8648,cigarette,2
8648,e-cigarette,2
8648,heated tobacco,2
8648,hookah,2
8648,smokeless tobacco,2
8649,cigar,2
8649,cigarette,2
8649,e-cigarette,2
8649,heated tobacco,2
8649,hookah,2
8649,smokeless tobacco,2
8652,cigar,2
8652,cigarette,2
8652,e-cigarette,1
8652,heated tobacco,2
8652,hookah,2
8652,smokeless tobacco,2
8653,cigar,1
8653,cigarette,2
8653,e-cigarette,1
8653,heated tobacco,2
8653,hookah,2
8653,smokeless tobacco,2
8656,cigar,2
8656,cigarette,2
8656,e-cigarette,1
8656,heated tobacco,2
8656,hookah,2
8656,smokeless tobacco,2
8657,cigar,2
8657,cigarette,2
8657,e-cigarette,2
8657,heated tobacco,2
8657,hookah,2
8657,smokeless tobacco,2
8660,cigar,2
8660,cigarette,2
8660,e-cigarette,2
8660,heated tobacco,2
8660,hookah,2
8660,smokeless tobacco,2
8661,cigar,1
8661,cigarette,1
8661,e-cigarette,1
8661,heated tobacco,3
8661,hookah,1
8661,smokeless tobacco,2
8664,cigar,2
8664,cigarette,2
8664,e-cigarette,1
8664,heated tobacco,2
8664,hookah,2
8664,smokeless tobacco,2
8665,cigar,1
8665,cigarette,2
8665,e-cigarette,1
8665,heated tobacco,2
8665,hookah,2
8665,smokeless tobacco,2
8667,cigar,2
8667,cigarette,2
8667,e-cigarette,1
8667,heated tobacco,2
8667,hookah,2
8667,smokeless tobacco,2
8668,cigar,1
8668,cigarette,1
8668,e-cigarette,1
8668,heated tobacco,2
8668,hookah,1
8668,smokeless tobacco,2
8669,cigar,1
8669,cigarette,1
8669,e-cigarette,1
8669,heated tobacco,2
8669,hookah,1
8669,smokeless tobacco,1
8671,cigar,2
8671,cigarette,2
8671,e-cigarette,1
8671,heated tobacco,2
8671,hookah,2
8671,smokeless tobacco,2
8672,cigar,2
8672,cigarette,2
8672,e-cigarette,2
8672,heated tobacco,2
8672,hookah,2
8672,smokeless tobacco,2
8673,cigar,2
8673,cigarette,2
8673,e-cigarette,2
8673,heated tobacco,2
8673,hookah,2
8673,smokeless tobacco,2
8675,cigar,1
8675,cigarette,2
8675,e-cigarette,1
8675,heated tobacco,2
8675,hookah,2
8675,smokeless tobacco,2
8676,cigar,2
8676,cigarette,2
8676,e-cigarette,1
8676,heated tobacco,2
8676,hookah,2
8676,smokeless tobacco,2
8677,cigar,2
8677,cigarette,2
8677,e-cigarette,2
8677,heated tobacco,2
8677,hookah,2
8677,smokeless tobacco,2
8679,cigar,2
8679,cigarette,2
8679,e-cigarette,1
8679,heated tobacco,2
8679,hookah,2
8679,smokeless tobacco,2
8680,cigar,2
8680,cigarette,2
8680,e-cigarette,1
8680,heated tobacco,2
8680,hookah,2
8680,smokeless tobacco,2
8681,cigar,2
8681,cigarette,2
8681,e-cigarette,2
8681,heated tobacco,3
8681,hookah,2
8681,smokeless tobacco,2
8683,cigar,2
8683,cigarette,2
8683,e-cigarette,1
8683,heated tobacco,2
8683,hookah,2
8683,smokeless tobacco,2
8684,cigar,2
8684,cigarette,2
8684,e-cigarette,1
8684,heated tobacco,3
8684,hookah,2
8684,smokeless tobacco,2
8687,cigar,2
8687,cigarette,2
8687,e-cigarette,1
8687,heated tobacco,2
8687,hookah,2
8687,smokeless tobacco,2
8688,cigar,1
8688,cigarette,2
8688,e-cigarette,1
8688,heated tobacco,2
8688,hookah,2
8688,smokeless tobacco,1
8689,cigar,2
8689,cigarette,2
8689,e-cigarette,2
8689,heated tobacco,2
8689,hookah,2
8689,smokeless tobacco,2
8691,cigar,1
8691,cigarette,1
8691,e-cigarette,1
8691,heated tobacco,2
8691,hookah,1
8691,smokeless tobacco,1
8692,cigar,2
8692,cigarette,2
8692,e-cigarette,1
8692,heated tobacco,2
8692,hookah,2
8692,smokeless tobacco,2
8695,cigar,2
8695,cigarette,2
8695,e-cigarette,1
8695,heated tobacco,2
8695,hookah,2
8695,smokeless tobacco,2
8696,cigar,2
8696,cigarette,2
8696,e-cigarette,1
8696,heated tobacco,2
8696,hookah,2
8696,smokeless tobacco,2
8697,cigar,2
8697,cigarette,2
8697,e-cigarette,2
8697,heated tobacco,2
8697,hookah,2
8697,smokeless tobacco,2
8699,cigar,2
8699,cigarette,2
8699,e-cigarette,2
8699,heated tobacco,2
8699,hookah,2
8699,smokeless tobacco,2
8700,cigar,2
8700,cigarette,2
8700,e-cigarette,1
8700,heated tobacco,2
8700,hookah,2
8700,smokeless tobacco,2
8702,cigar,2
8702,cigarette,2
8702,e-cigarette,1
8702,heated tobacco,2
8702,hookah,1
8702,smokeless tobacco,1
8703,cigar,2
8703,cigarette,2
8703,e-cigarette,2
8703,heated tobacco,2
8703,hookah,2
8703,smokeless tobacco,2
8704,cigar,2
8704,cigarette,2
8704,e-cigarette,2
8704,heated tobacco,2
8704,hookah,2
8704,smokeless tobacco,2
8705,cigar,2
8705,cigarette,2
8705,e-cigarette,2
8705,heated tobacco,2
8705,hookah,2
8705,smokeless tobacco,2
8707,cigar,2
8707,cigarette,2
8707,e-cigarette,2
8707,heated tobacco,2
8707,hookah,2
8707,smokeless tobacco,2
8709,cigar,.N
8709,cigarette,2
8709,e-cigarette,.N
8709,heated tobacco,.N
8709,hookah,.N
8709,smokeless tobacco,.N
8710,cigar,1
8710,cigarette,2
8710,e-cigarette,1
8710,heated tobacco,2
8710,hookah,1
8710,smokeless tobacco,2
8712,cigar,2
8712,cigarette,2
8712,e-cigarette,2
8712,heated tobacco,2
8712,hookah,2
8712,smokeless tobacco,2
8713,cigar,2
8713,cigarette,2
8713,e-cigarette,2
8713,heated tobacco,2
8713,hookah,2
8713,smokeless tobacco,2
8714,cigar,2
8714,cigarette,2
8714,e-cigarette,2
8714,heated tobacco,2
8714,hookah,2
8714,smokeless tobacco,2
8715,cigar,2
8715,cigarette,2
8715,e-cigarette,2
8715,heated tobacco,2
8715,hookah,2
8715,smokeless tobacco,2
8717,cigar,1
8717,cigarette,1
8717,e-cigarette,1
8717,heated tobacco,2
8717,hookah,2
8717,smokeless tobacco,2
8718,cigar,1
8718,cigarette,1
8718,e-cigarette,1
8718,heated tobacco,2
8718,hookah,2
8718,smokeless tobacco,2
8720,cigar,2
8720,cigarette,2
8720,e-cigarette,1
8720,heated tobacco,2
8720,hookah,2
8720,smokeless tobacco,2
8721,cigar,2
8721,cigarette,2
8721,e-cigarette,2
8721,heated tobacco,2
8721,hookah,2
8721,smokeless tobacco,2
8722,cigar,2
8722,cigarette,2
8722,e-cigarette,2
8722,heated tobacco,2
8722,hookah,2
8722,smokeless tobacco,2
8723,cigar,2
8723,cigarette,2
8723,e-cigarette,2
8723,heated tobacco,2
8723,hookah,2
8723,smokeless tobacco,2
8725,cigar,2
8725,cigarette,2
8725,e-cigarette,2
8725,heated tobacco,2
8725,hookah,2
8725,smokeless tobacco,2
8726,cigar,2
8726,cigarette,2
8726,e-cigarette,2
8726,heated tobacco,2
8726,hookah,2
8726,smokeless tobacco,2
8728,cigar,2
8728,cigarette,2
8728,e-cigarette,2
8728,heated tobacco,2
8728,hookah,2
8728,smokeless tobacco,2
8729,cigar,2
8729,cigarette,2
8729,e-cigarette,2
8729,heated tobacco,2
8729,hookah,2
8729,smokeless tobacco,2
8730,cigar,2
8730,cigarette,2
8730,e-cigarette,2
8730,heated tobacco,2
8730,hookah,2
8730,smokeless tobacco,2
8731,cigar,2
8731,cigarette,2
8731,e-cigarette,2
8731,heated tobacco,2
8731,hookah,2
8731,smokeless tobacco,2
8733,cigar,2
8733,cigarette,2
8733,e-cigarette,2
8733,heated tobacco,2
8733,hookah,2
8733,smokeless tobacco,2
8734,cigar,1
8734,cigarette,2
8734,e-cigarette,2
8734,heated tobacco,2
8734,hookah,2
8734,smokeless tobacco,2
8736,cigar,2
8736,cigarette,2
8736,e-cigarette,2
8736,heated tobacco,2
8736,hookah,2
8736,smokeless tobacco,2
8737,cigar,2
8737,cigarette,2
8737,e-cigarette,2
8737,heated tobacco,2
8737,hookah,2
